dataset,model,seed,mode,n_cert,n_cert_minority,train_ratio,n_features,clf_fit_err,clf_test_err,optimism,method,fit,Accuracy,G-Mean,F1,err_0,err_1,U_0,U_1,delta_0,delta_1,covered_0,covered_1
Cervical Cancer,GradientBoosting,1,split,150,9,14.851851851851851,32,0.05555555555555555,0.4642857142857143,0.4087301587301587,Threshold,True,0.5535714285714286,0.32732683535398854,0.19354838709677416,0.0,0.8928571428571429,,,,,,
Cervical Cancer,GradientBoosting,1,split,150,9,14.851851851851851,32,0.05555555555555555,0.4642857142857143,0.4087301587301587,SMOTE,True,0.5178571428571429,0.18898223650461363,0.0689655172413793,0.0,0.9642857142857143,,,,,,
Cervical Cancer,GradientBoosting,1,split,150,9,14.851851851851851,32,0.05555555555555555,0.4642857142857143,0.4087301587301587,Balanced Weights,False,,,,,,,,,,,
Cervical Cancer,GradientBoosting,1,split,150,9,14.851851851851851,32,0.05555555555555555,0.4642857142857143,0.4087301587301587,Slacks Deltas,False,,,,,,,,,,,
Cervical Cancer,GradientBoosting,1,split,150,9,14.851851851851851,32,0.05555555555555555,0.4642857142857143,0.4087301587301587,Min Deltas,False,,,,,,,,,,,
Cervical Cancer,GradientBoosting,1,split,150,9,14.851851851851851,32,0.05555555555555555,0.4642857142857143,0.4087301587301587,F Deltas,False,,,,,,,,,,,
Cervical Cancer,GradientBoosting,1,split,150,9,14.851851851851851,32,0.05555555555555555,0.4642857142857143,0.4087301587301587,CP Sum,True,0.5,0.0,0.0,0.0,1.0,0.06792444113571348,1.0,0.006996748374187095,0.0005,True,True
Cervical Cancer,GradientBoosting,1,split,150,9,14.851851851851851,32,0.05555555555555555,0.4642857142857143,0.4087301587301587,CP Minimax,True,0.44642857142857145,0.3813242232868325,0.5507246376811594,0.7857142857142857,0.32142857142857145,0.758606390119809,0.7245911975357209,0.03648199099549775,0.16441795897948977,False,True
Cervical Cancer,GradientBoosting,1,split,150,9,14.851851851851851,32,0.05555555555555555,0.4642857142857143,0.4087301587301587,DKW Sum,True,0.5,0.0,0.0,0.0,1.0,0.12064954386761441,1.0,0.016491995997999002,0.0005,True,True
Cervical Cancer,GradientBoosting,1,split,150,9,14.851851851851851,32,0.05555555555555555,0.4642857142857143,0.4087301587301587,DKW Minimax,True,0.44642857142857145,0.3813242232868325,0.5507246376811594,0.7857142857142857,0.32142857142857145,0.7105735677447576,0.6314744928544731,0.05747148574287144,0.20189919959979993,False,True
Cervical Cancer,GradientBoosting,2,naive,428,27,14.851851851851851,32,0.2222222222222222,0.48214285714285715,0.25992063492063494,Baseline,True,0.5178571428571429,0.18898223650461363,0.0689655172413793,0.0,0.9642857142857143,,,,,,
Cervical Cancer,GradientBoosting,2,naive,428,27,14.851851851851851,32,0.2222222222222222,0.48214285714285715,0.25992063492063494,Threshold,True,0.5357142857142857,0.39929785312496247,0.2777777777777778,0.10714285714285714,0.8214285714285714,,,,,,
Cervical Cancer,GradientBoosting,2,naive,428,27,14.851851851851851,32,0.2222222222222222,0.48214285714285715,0.25992063492063494,SMOTE,True,0.5,0.0,0.0,0.0,1.0,,,,,,
Cervical Cancer,GradientBoosting,2,naive,428,27,14.851851851851851,32,0.2222222222222222,0.48214285714285715,0.25992063492063494,Balanced Weights,False,,,,,,,,,,,
Cervical Cancer,GradientBoosting,2,naive,428,27,14.851851851851851,32,0.2222222222222222,0.48214285714285715,0.25992063492063494,Slacks Deltas,True,0.5,0.41032590332414487,0.3,0.21428571428571427,0.7857142857142857,,,,,,
Cervical Cancer,GradientBoosting,2,naive,428,27,14.851851851851851,32,0.2222222222222222,0.48214285714285715,0.25992063492063494,Min Deltas,True,0.5357142857142857,0.39929785312496247,0.2777777777777778,0.10714285714285714,0.8214285714285714,,,,,,
Cervical Cancer,GradientBoosting,2,naive,428,27,14.851851851851851,32,0.2222222222222222,0.48214285714285715,0.25992063492063494,F Deltas,True,0.5535714285714286,0.5025445456953674,0.41860465116279066,0.21428571428571427,0.6785714285714286,,,,,,
Cervical Cancer,GradientBoosting,2,naive,428,27,14.851851851851851,32,0.2222222222222222,0.48214285714285715,0.25992063492063494,CP Sum,True,0.5357142857142857,0.39929785312496247,0.2777777777777778,0.10714285714285714,0.8214285714285714,0.13485671225607396,0.21891486438860197,0.004997748874437219,0.03548249124562282,True,False
Cervical Cancer,GradientBoosting,2,naive,428,27,14.851851851851851,32,0.2222222222222222,0.48214285714285715,0.25992063492063494,CP Minimax,True,0.5357142857142857,0.42857142857142855,0.3157894736842105,0.14285714285714285,0.7857142857142857,0.19068198485714707,0.21891486438860197,0.005997248624312156,0.03548249124562282,True,False
Cervical Cancer,GradientBoosting,2,naive,428,27,14.851851851851851,32,0.2222222222222222,0.48214285714285715,0.25992063492063494,DKW Sum,True,0.5357142857142857,0.39929785312496247,0.2777777777777778,0.10714285714285714,0.8214285714285714,0.143533083239105,0.2363468202165062,0.009495497748874438,0.04897573786893447,True,False
Cervical Cancer,GradientBoosting,2,naive,428,27,14.851851851851851,32,0.2222222222222222,0.48214285714285715,0.25992063492063494,DKW Minimax,True,0.5,0.41032590332414487,0.3,0.21428571428571427,0.7857142857142857,0.19548135363190441,0.2363468202165062,0.009995247623811907,0.04897573786893447,False,False
Cervical Cancer,GradientBoosting,2,split,150,9,14.851851851851851,32,0.1111111111111111,0.4642857142857143,0.3531746031746032,Baseline,True,0.5357142857142857,0.26726124191242434,0.13333333333333333,0.0,0.9285714285714286,,,,,,
Cervical Cancer,GradientBoosting,2,split,150,9,14.851851851851851,32,0.1111111111111111,0.4642857142857143,0.3531746031746032,Threshold,True,0.5714285714285714,0.3779644730092272,0.25,0.0,0.8571428571428571,,,,,,
Cervical Cancer,GradientBoosting,2,split,150,9,14.851851851851851,32,0.1111111111111111,0.4642857142857143,0.3531746031746032,SMOTE,True,0.5178571428571429,0.2624453295839119,0.12903225806451613,0.03571428571428571,0.9285714285714286,,,,,,
Cervical Cancer,GradientBoosting,2,split,150,9,14.851851851851851,32,0.1111111111111111,0.4642857142857143,0.3531746031746032,Balanced Weights,False,,,,,,,,,,,
