dataset,model,seed,mode,n_cert,n_cert_minority,train_ratio,n_features,clf_fit_err,clf_test_err,optimism,method,fit,reason,Accuracy,G-Mean,F1,err_0,err_1,U_0,U_1,delta_0,delta_1,covered_0,covered_1,seconds
MIMIC-III Mortality,Linear,0,naive,3648,331,10.021148036253777,19,0.48912131680885884,0.4779735682819383,-0.01114774852692052,CP Minimax,True,,0.6497797356828194,0.6496863966410849,0.6535947712418301,0.36123348017621143,0.3392070484581498,0.4207356394613379,0.4160649228238751,0.002998749374687344,0.010994747373686845,True,True,0.368
MIMIC-III Mortality,Linear,0,naive,3648,331,10.021148036253777,19,0.48912131680885884,0.4779735682819383,-0.01114774852692052,DKW Sum,True,,0.6442731277533039,0.6434810070840519,0.655282817502668,0.3876651982378855,0.3237885462555066,0.4292046231591748,0.3609411755361297,0.00449799899949975,0.014492996498249127,True,True,0.115
MIMIC-III Mortality,Linear,0,naive,3648,331,10.021148036253777,19,0.48912131680885884,0.4779735682819383,-0.01114774852692052,DKW Minimax,True,,0.6541850220264317,0.6541516477937224,0.6564551422319475,0.3524229074889868,0.3392070484581498,0.4020716716970102,0.3965626220857802,0.00449799899949975,0.015492496248124064,True,True,0.113
MIMIC-III Mortality,Linear,0,split,1277,116,10.021148036253777,19,0.48046123311904043,0.4746696035242291,-0.005791629594811332,Baseline,True,,0.525330396475771,0.23414418089723898,0.10395010395010396,0.004405286343612335,0.9449339207048458,,,,,,,
MIMIC-III Mortality,Linear,0,split,1277,116,10.021148036253777,19,0.48046123311904043,0.4746696035242291,-0.005791629594811332,Threshold,True,,0.6398678414096917,0.6394497333625289,0.6480086114101185,0.3832599118942731,0.3370044052863436,,,,,,,
MIMIC-III Mortality,Linear,0,split,1277,116,10.021148036253777,19,0.48046123311904043,0.4746696035242291,-0.005791629594811332,SMOTE,True,,0.6453744493392071,0.6422055381195391,0.6211764705882353,0.2907488986784141,0.4185022026431718,,,,,,,
MIMIC-III Mortality,Linear,0,split,1277,116,10.021148036253777,19,0.48046123311904043,0.4746696035242291,-0.005791629594811332,Balanced Weights,True,,0.6464757709251101,0.642741694335457,0.6201183431952663,0.2841409691629956,0.42290748898678415,,,,,,,
MIMIC-III Mortality,Linear,0,split,1277,116,10.021148036253777,19,0.48046123311904043,0.4746696035242291,-0.005791629594811332,Slacks Deltas,False,,,,,,,,,,,,,6.509
MIMIC-III Mortality,Linear,0,split,1277,116,10.021148036253777,19,0.48046123311904043,0.4746696035242291,-0.005791629594811332,Min Deltas,False,,,,,,,,,,,,,0.0
MIMIC-III Mortality,Linear,0,split,1277,116,10.021148036253777,19,0.48046123311904043,0.4746696035242291,-0.005791629594811332,F Deltas,False,,,,,,,,,,,,,0.0
MIMIC-III Mortality,Linear,0,split,1277,116,10.021148036253777,19,0.48046123311904043,0.4746696035242291,-0.005791629594811332,CP Sum,True,,0.6541850220264317,0.6424510172710886,0.6055276381909548,0.22246696035242292,0.46916299559471364,0.30553556568000617,0.6440189325413677,0.003998249124562281,0.03198424212106053,True,True,1.333
MIMIC-III Mortality,Linear,0,split,1277,116,10.021148036253777,19,0.48046123311904043,0.4746696035242291,-0.005791629594811332,CP Minimax,True,,0.6453744493392071,0.6435526299999165,0.6617647058823529,0.40308370044052866,0.30616740088105726,0.48962741731592957,0.4943664907243081,0.005997248624312156,0.023988244122061034,True,True,1.342
MIMIC-III Mortality,Linear,0,split,1277,116,10.021148036253777,19,0.48046123311904043,0.4746696035242291,-0.005791629594811332,DKW Sum,True,,0.6486784140969163,0.6428171733674047,0.6151990349819059,0.2643171806167401,0.43832599118942733,0.3218530708305933,0.5658473278843351,0.006996748374187095,0.0404799899949975,True,True,0.029
MIMIC-III Mortality,Linear,0,split,1277,116,10.021148036253777,19,0.48046123311904043,0.4746696035242291,-0.005791629594811332,DKW Minimax,True,,0.6409691629955947,0.6398744758426823,0.6539278131634819,0.3964757709251101,0.32158590308370044,0.45789060816945343,0.44995965273629634,0.008495997998999501,0.030984742371185595,True,True,0.032
MIMIC-III Mortality,Linear,1,naive,3648,331,10.021148036253777,19,0.4827775434978828,0.4889867841409692,0.006209240643086367,Baseline,True,,0.5110132158590308,0.16221984704424644,0.05128205128205128,0.004405286343612335,0.973568281938326,,,,,,,
MIMIC-III Mortality,Linear,1,naive,3648,331,10.021148036253777,19,0.4827775434978828,0.4889867841409692,0.006209240643086367,Threshold,True,,0.6497797356828194,0.6449232383988099,0.6196172248803827,0.2709251101321586,0.42951541850220265,,,,,,,
MIMIC-III Mortality,Linear,1,naive,3648,331,10.021148036253777,19,0.4827775434978828,0.4889867841409692,0.006209240643086367,SMOTE,True,,0.6508810572687225,0.6496042471903538,0.6360505166475315,0.30837004405286345,0.3898678414096916,,,,,,,
MIMIC-III Mortality,Linear,1,naive,3648,331,10.021148036253777,19,0.4827775434978828,0.4889867841409692,0.006209240643086367,Balanced Weights,True,,0.6431718061674009,0.6402080043906591,0.6197183098591549,0.29515418502202645,0.4185022026431718,,,,,,,
MIMIC-III Mortality,Linear,1,naive,3648,331,10.021148036253777,19,0.4827775434978828,0.4889867841409692,0.006209240643086367,Slacks Deltas,False,timeout,,,,,,,,,,,,30.0
MIMIC-III Mortality,Linear,1,naive,3648,331,10.021148036253777,19,0.4827775434978828,0.4889867841409692,0.006209240643086367,Min Deltas,True,,0.6453744493392071,0.6446373081192192,0.634090909090909,0.3237885462555066,0.3854625550660793,,,,,,,1.118
MIMIC-III Mortality,Linear,1,naive,3648,331,10.021148036253777,19,0.4827775434978828,0.4889867841409692,0.006209240643086367,F Deltas,True,,0.6453744493392071,0.6446373081192192,0.634090909090909,0.3237885462555066,0.3854625550660793,,,,,,,0.035
MIMIC-III Mortality,Linear,1,naive,3648,331,10.021148036253777,19,0.4827775434978828,0.4889867841409692,0.006209240643086367,CP Sum,True,,0.6475770925110133,0.6409351005981748,0.6116504854368932,0.2599118942731278,0.44493392070484583,0.2877285852157025,0.5113609480816486,0.0019992496248124065,0.01349349674837419,True,True,0.374
MIMIC-III Mortality,Linear,1,naive,3648,331,10.021148036253777,19,0.4827775434978828,0.4889867841409692,0.006209240643086367,CP Minimax,True,,0.6519823788546255,0.649652791303167,0.6701461377870563,0.40308370044052866,0.29295154185022027,0.42685686603348066,0.422432545349062,0.002998749374687344,0.010994747373686845,True,True,0.368
MIMIC-III Mortality,Linear,1,naive,3648,331,10.021148036253777,19,0.4827775434978828,0.4889867841409692,0.006209240643086367,DKW Sum,True,,0.6475770925110133,0.6409351005981748,0.6116504854368932,0.2599118942731278,0.44493392070484583,0.2791220686106337,0.4794522561165868,0.003498499249624813,0.018490995497748876,True,True,0.118
MIMIC-III Mortality,Linear,1,naive,3648,331,10.021148036253777,19,0.4827775434978828,0.4889867841409692,0.006209240643086367,DKW Minimax,True,,0.6464757709251101,0.6451902429901678,0.6603174603174603,0.394273127753304,0.31277533039647576,0.40297610341241563,0.3965626220857802,0.00449799899949975,0.015492496248124064,True,True,0.114
MIMIC-III Mortality,Linear,1,split,1277,116,10.021148036253777,19,0.4918572291495879,0.4933920704845815,0.0015348413349935974,Baseline,True,,0.5066079295154186,0.13245195047024588,0.034482758620689655,0.004405286343612335,0.9823788546255506,,,,,,,
MIMIC-III Mortality,Linear,1,split,1277,116,10.021148036253777,19,0.4918572291495879,0.4933920704845815,0.0015348413349935974,Threshold,True,,0.6365638766519823,0.6104024592497526,0.5564516129032258,0.1828193832599119,0.5440528634361234,,,,,,,
MIMIC-III Mortality,Linear,1,split,1277,116,10.021148036253777,19,0.4918572291495879,0.4933920704845815,0.0015348413349935974,SMOTE,True,,0.6464757709251101,0.6445733326714455,0.6280417149478563,0.3039647577092511,0.40308370044052866,,,,,,,
MIMIC-III Mortality,Linear,1,split,1277,116,10.021148036253777,19,0.4918572291495879,0.4933920704845815,0.0015348413349935974,Balanced Weights,True,,0.6420704845814978,0.6394117962064715,0.6198830409356725,0.29955947136563876,0.41629955947136565,,,,,,,
MIMIC-III Mortality,Linear,1,split,1277,116,10.021148036253777,19,0.4918572291495879,0.4933920704845815,0.0015348413349935974,Slacks Deltas,False,,,,,,,,,,,,,6.49
MIMIC-III Mortality,Linear,1,split,1277,116,10.021148036253777,19,0.4918572291495879,0.4933920704845815,0.0015348413349935974,Min Deltas,False,,,,,,,,,,,,,0.0
MIMIC-III Mortality,Linear,1,split,1277,116,10.021148036253777,19,0.4918572291495879,0.4933920704845815,0.0015348413349935974,F Deltas,False,,,,,,,,,,,,,0.0
MIMIC-III Mortality,Linear,1,split,1277,116,10.021148036253777,19,0.4918572291495879,0.4933920704845815,0.0015348413349935974,CP Sum,True,,0.6387665198237885,0.6120455374825143,0.5579514824797843,0.17841409691629956,0.5440528634361234,0.2323538542281861,0.6120554831384506,0.003498499249624813,0.029985242621310658,True,True,1.332
MIMIC-III Mortality,Linear,1,split,1277,116,10.021148036253777,19,0.4918572291495879,0.4933920704845815,0.0015348413349935974,CP Minimax,True,,0.6332599118942731,0.6314866956918114,0.6498422712933754,0.41409691629955947,0.31938325991189426,0.45123035679076856,0.44097456807074387,0.005997248624312156,0.02148949474737369,True,True,1.337
MIMIC-III Mortality,Linear,1,split,1277,116,10.021148036253777,19,0.4918572291495879,0.4933920704845815,0.0015348413349935974,DKW Sum,True,,0.6387665198237885,0.6120455374825143,0.5579514824797843,0.17841409691629956,0.5440528634361234,0.22437436741787245,0.5658473278843351,0.005997248624312156,0.0404799899949975,True,True,0.03
MIMIC-III Mortality,Linear,1,split,1277,116,10.021148036253777,19,0.4918572291495879,0.4933920704845815,0.0015348413349935974,DKW Minimax,True,,0.6332599118942731,0.6314866956918114,0.6498422712933754,0.41409691629955947,0.31938325991189426,0.4320508148877997,0.40832816396067473,0.008495997998999501,0.028485992996498254,True,True,0.032
