dataset,model,seed,mode,method,optimism,n_cert,n_cert_minority,test_per_class,cls,covered,U,delta,nominal
Abalone Gender,GradientBoosting,2,split,CP Sum,0.3927235815792285,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,2,split,CP Minimax,0.3927235815792285,294,27,764,1,1.0,0.6510344490480968,0.0759622311155577,0.9240377688844423
Abalone Gender,GradientBoosting,2,split,DKW Sum,0.3927235815792285,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,2,split,DKW Minimax,0.3927235815792285,294,27,764,1,1.0,0.5789425350897501,0.095452476238119,0.904547523761881
Abalone Gender,GradientBoosting,3,naive,CP Sum,0.2361876550013777,840,76,764,1,0.0,0.1080131139734044,0.0129937468734367,0.9870062531265633
Abalone Gender,GradientBoosting,3,naive,CP Minimax,0.2361876550013777,840,76,764,1,0.0,0.1080131139734044,0.0129937468734367,0.9870062531265633
Abalone Gender,GradientBoosting,3,naive,DKW Sum,0.2361876550013777,840,76,764,1,0.0,0.1689531766447864,0.0249877438719359,0.9750122561280641
Abalone Gender,GradientBoosting,3,naive,DKW Minimax,0.2361876550013777,840,76,764,1,0.0,0.1562212567768698,0.0244879939969985,0.9755120060030015
Abalone Gender,GradientBoosting,3,split,CP Sum,0.3489021262955443,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,3,split,CP Minimax,0.3489021262955443,294,27,764,1,0.0,0.5480622235018021,0.0629687343671836,0.9370312656328164
Abalone Gender,GradientBoosting,3,split,DKW Sum,0.3489021262955443,294,27,764,1,0.0,0.4782960481561158,0.0749627313656828,0.9250372686343172
Abalone Gender,GradientBoosting,3,split,DKW Minimax,0.3489021262955443,294,27,764,1,0.0,0.5120552242733288,0.0809597298649324,0.9190402701350676
Abalone Gender,GradientBoosting,4,naive,CP Sum,0.1822471755304491,840,76,764,1,0.0,0.1080131139734044,0.0129937468734367,0.9870062531265633
Abalone Gender,GradientBoosting,4,naive,CP Minimax,0.1822471755304491,840,76,764,1,0.0,0.1080131139734044,0.0129937468734367,0.9870062531265633
Abalone Gender,GradientBoosting,4,naive,DKW Sum,0.1822471755304491,840,76,764,1,0.0,0.1562212567768698,0.0244879939969985,0.9755120060030015
Abalone Gender,GradientBoosting,4,naive,DKW Minimax,0.1822471755304491,840,76,764,1,0.0,0.1562212567768698,0.0244879939969985,0.9755120060030015
Abalone Gender,GradientBoosting,4,split,CP Sum,0.3640746874666096,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,4,split,CP Minimax,0.3640746874666096,294,27,764,1,1.0,0.6510344490480968,0.0759622311155577,0.9240377688844423
Abalone Gender,GradientBoosting,4,split,DKW Sum,0.3640746874666096,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,4,split,DKW Minimax,0.3640746874666096,294,27,764,1,1.0,0.6119423898419444,0.1044479739869935,0.8955520260130065
Abalone Gender,GradientBoosting,5,naive,CP Sum,0.1907894736842105,840,76,764,1,0.0,0.1826789929790314,0.0159922461230615,0.9840077538769385
Abalone Gender,GradientBoosting,5,naive,CP Minimax,0.1907894736842105,840,76,764,1,0.0,0.1605013942840406,0.015492496248124,0.984507503751876
Abalone Gender,GradientBoosting,5,naive,DKW Sum,0.1907894736842105,840,76,764,1,0.0,0.2203495769212254,0.0264869934967483,0.9735130065032517
Abalone Gender,GradientBoosting,5,naive,DKW Minimax,0.1907894736842105,840,76,764,1,0.0,0.1821110713816285,0.0249877438719359,0.9750122561280641
Abalone Gender,GradientBoosting,5,split,CP Sum,0.3334624425686505,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,5,split,CP Minimax,0.3334624425686505,294,27,764,1,1.0,0.6180543116412671,0.0714644822411205,0.9285355177588795
Abalone Gender,GradientBoosting,5,split,DKW Sum,0.3334624425686505,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,5,split,DKW Minimax,0.3334624425686505,294,27,764,1,1.0,0.5789425350897501,0.095452476238119,0.904547523761881
Abalone Gender,GradientBoosting,6,naive,CP Sum,0.1986773215761917,840,76,764,1,0.0,0.1368134322210163,0.0139932466233116,0.9860067533766884
Abalone Gender,GradientBoosting,6,naive,CP Minimax,0.1986773215761917,840,76,764,1,0.0,0.1080131139734044,0.0129937468734367,0.9870062531265633
Abalone Gender,GradientBoosting,6,naive,DKW Sum,0.1986773215761917,840,76,764,1,0.0,0.1821110713816285,0.0249877438719359,0.9750122561280641
Abalone Gender,GradientBoosting,6,naive,DKW Minimax,0.1986773215761917,840,76,764,1,0.0,0.1562212567768698,0.0244879939969985,0.9755120060030015
Abalone Gender,GradientBoosting,6,split,CP Sum,0.3897184528261566,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,6,split,CP Minimax,0.3897184528261566,294,27,764,1,1.0,0.6828738628406331,0.080459979989995,0.919540020010005
Abalone Gender,GradientBoosting,6,split,DKW Sum,0.3897184528261566,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,6,split,DKW Minimax,0.3897184528261566,294,27,764,1,1.0,0.6443973536063965,0.1154424712356178,0.8845575287643822
Abalone Gender,GradientBoosting,7,naive,CP Sum,0.18817167263709,840,76,764,1,0.0,0.1605013942840406,0.015492496248124,0.984507503751876
Abalone Gender,GradientBoosting,7,naive,CP Minimax,0.18817167263709,840,76,764,1,0.0,0.1368134322210163,0.0139932466233116,0.9860067533766884
Abalone Gender,GradientBoosting,7,naive,DKW Sum,0.18817167263709,840,76,764,1,0.0,0.1821110713816285,0.0249877438719359,0.9750122561280641
Abalone Gender,GradientBoosting,7,naive,DKW Minimax,0.18817167263709,840,76,764,1,0.0,0.1562212567768698,0.0244879939969985,0.9755120060030015
Abalone Gender,GradientBoosting,7,split,CP Sum,0.3475932257719842,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,7,split,CP Minimax,0.3475932257719842,294,27,764,1,1.0,0.6510344490480968,0.0759622311155577,0.9240377688844423
Abalone Gender,GradientBoosting,7,split,DKW Sum,0.3475932257719842,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,7,split,DKW Minimax,0.3475932257719842,294,27,764,1,1.0,0.6119423898419444,0.1044479739869935,0.8955520260130065
Abalone Gender,GradientBoosting,8,naive,CP Sum,0.2414577018462386,840,76,764,1,0.0,0.1605013942840406,0.015492496248124,0.984507503751876
Abalone Gender,GradientBoosting,8,naive,CP Minimax,0.2414577018462386,840,76,764,1,0.0,0.1605013942840406,0.015492496248124,0.984507503751876
Abalone Gender,GradientBoosting,8,naive,DKW Sum,0.2414577018462386,840,76,764,1,0.0,0.2075965472145896,0.0259872436218109,0.9740127563781891
Abalone Gender,GradientBoosting,8,naive,DKW Minimax,0.2414577018462386,840,76,764,1,0.0,0.1689531766447864,0.0249877438719359,0.9750122561280641
Abalone Gender,GradientBoosting,8,split,CP Sum,0.336734693877551,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,8,split,CP Minimax,0.336734693877551,294,27,764,1,1.0,0.6510344490480968,0.0759622311155577,0.9240377688844423
Abalone Gender,GradientBoosting,8,split,DKW Sum,0.336734693877551,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,8,split,DKW Minimax,0.336734693877551,294,27,764,1,1.0,0.5789425350897501,0.095452476238119,0.904547523761881
Abalone Gender,GradientBoosting,9,naive,CP Sum,0.2223753100027555,840,76,764,1,0.0,0.2220784616840085,0.0179912456228114,0.9820087543771886
Abalone Gender,GradientBoosting,9,naive,CP Minimax,0.2223753100027555,840,76,764,1,0.0,0.1605013942840406,0.015492496248124,0.984507503751876
Abalone Gender,GradientBoosting,9,naive,DKW Sum,0.2223753100027555,840,76,764,1,0.0,0.2203495769212254,0.0264869934967483,0.9735130065032517
Abalone Gender,GradientBoosting,9,naive,DKW Minimax,0.2223753100027555,840,76,764,1,0.0,0.1821110713816285,0.0249877438719359,0.9750122561280641
Abalone Gender,GradientBoosting,9,split,CP Sum,0.3818650496847954,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,9,split,CP Minimax,0.3818650496847954,294,27,764,1,1.0,0.6828738628406331,0.080459979989995,0.919540020010005
Abalone Gender,GradientBoosting,9,split,DKW Sum,0.3818650496847954,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,GradientBoosting,9,split,DKW Minimax,0.3818650496847954,294,27,764,1,1.0,0.6119423898419444,0.1044479739869935,0.8955520260130065
Abalone Gender,LDA,0,naive,CP Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,0,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5257201171946368,0.032483991995998,0.967516008004002
Abalone Gender,LDA,0,naive,DKW Sum,0.0,840,76,764,1,1.0,0.4484493420821884,0.0394804902451225,0.9605195097548775
Abalone Gender,LDA,0,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.4986264325005406,0.0439782391195597,0.9560217608804403
Abalone Gender,LDA,0,split,CP Sum,0.0006544502617801,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,0,split,CP Minimax,0.0006544502617801,294,27,764,1,1.0,0.7134707208553432,0.0854574787393697,0.9145425212606303
Abalone Gender,LDA,0,split,DKW Sum,0.0006544502617801,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,0,split,DKW Minimax,0.0006544502617801,294,27,764,1,1.0,0.6443973536063965,0.1154424712356178,0.8845575287643822
Abalone Gender,LDA,1,naive,CP Sum,-0.0006544502617801,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,1,naive,CP Minimax,-0.0006544502617801,840,76,764,1,1.0,0.5770064483578702,0.0359822411205602,0.9640177588794399
Abalone Gender,LDA,1,naive,DKW Sum,-0.0006544502617801,840,76,764,1,1.0,0.2331091409324241,0.0269867433716858,0.9730132566283142
Abalone Gender,LDA,1,naive,DKW Minimax,-0.0006544502617801,840,76,764,1,1.0,0.5360895511495667,0.0479762381190595,0.9520237618809405
Abalone Gender,LDA,1,split,CP Sum,-0.0006544502617801,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,1,split,CP Minimax,-0.0006544502617801,294,27,764,1,1.0,0.6180543116412671,0.0714644822411205,0.9285355177588795
Abalone Gender,LDA,1,split,DKW Sum,-0.0006544502617801,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,1,split,DKW Minimax,-0.0006544502617801,294,27,764,1,1.0,0.5789425350897501,0.095452476238119,0.904547523761881
Abalone Gender,LDA,2,naive,CP Sum,0.0013089005235601,840,76,764,1,1.0,0.2584598882007336,0.0194904952476238,0.9805095047523762
Abalone Gender,LDA,2,naive,CP Minimax,0.0013089005235601,840,76,764,1,1.0,0.512393538082863,0.0319842421210605,0.9680157578789395
Abalone Gender,LDA,2,naive,DKW Sum,0.0013089005235601,840,76,764,1,1.0,0.3728460744214845,0.0339832416208104,0.9660167583791897
Abalone Gender,LDA,2,naive,DKW Minimax,0.0013089005235601,840,76,764,1,1.0,0.4736466072464125,0.0414794897448724,0.9585205102551276
Abalone Gender,LDA,2,split,CP Sum,0.0124702967242497,294,27,764,1,1.0,0.9993298436884906,0.5022488744372187,0.49775112556278134
Abalone Gender,LDA,2,split,CP Minimax,0.0124702967242497,294,27,764,1,1.0,0.5838508354486346,0.0669667333666833,0.9330332666333168
Abalone Gender,LDA,2,split,DKW Sum,0.0124702967242497,294,27,764,1,1.0,0.6443973536063965,0.1154424712356178,0.8845575287643822
Abalone Gender,LDA,2,split,DKW Minimax,0.0124702967242497,294,27,764,1,1.0,0.545753863175354,0.0874564782391195,0.9125435217608805
Abalone Gender,LDA,3,naive,CP Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,3,naive,CP Minimax,0.0,840,76,764,1,1.0,0.589687424957603,0.0364819909954977,0.9635180090045024
Abalone Gender,LDA,3,naive,DKW Sum,0.0,840,76,764,1,0.0,0.3728460744214845,0.0339832416208104,0.9660167583791897
Abalone Gender,LDA,3,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.5485295272416858,0.0494754877438719,0.9505245122561281
Abalone Gender,LDA,3,split,CP Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,3,split,CP Minimax,0.0,294,27,764,1,1.0,0.6510344490480968,0.0759622311155577,0.9240377688844423
Abalone Gender,LDA,3,split,DKW Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,3,split,DKW Minimax,0.0,294,27,764,1,1.0,0.5789425350897501,0.095452476238119,0.904547523761881
Abalone Gender,LDA,4,naive,CP Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,4,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5644239486402312,0.0349827413706853,0.9650172586293146
Abalone Gender,LDA,4,naive,DKW Sum,0.0,840,76,764,1,1.0,0.7899942977656191,0.1164419709854927,0.8835580290145073
Abalone Gender,LDA,4,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.5360895511495667,0.0479762381190595,0.9520237618809405
Abalone Gender,LDA,4,split,CP Sum,-0.0006544502617801,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,4,split,CP Minimax,-0.0006544502617801,294,27,764,1,1.0,0.6510344490480968,0.0759622311155577,0.9240377688844423
Abalone Gender,LDA,4,split,DKW Sum,-0.0006544502617801,294,27,764,1,0.0,0.7693901581705918,0.1849077038519259,0.8150922961480741
Abalone Gender,LDA,4,split,DKW Minimax,-0.0006544502617801,294,27,764,1,1.0,0.6119423898419444,0.1044479739869935,0.8955520260130065
Abalone Gender,LDA,5,naive,CP Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,5,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5517252303273926,0.0339832416208104,0.9660167583791897
Abalone Gender,LDA,5,naive,DKW Sum,0.0,840,76,764,1,1.0,0.4986264325005406,0.0439782391195597,0.9560217608804403
Abalone Gender,LDA,5,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.4986264325005406,0.0439782391195597,0.9560217608804403
Abalone Gender,LDA,5,split,CP Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,5,split,CP Minimax,0.0,294,27,764,1,1.0,0.6510344490480968,0.0759622311155577,0.9240377688844423
Abalone Gender,LDA,5,split,DKW Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,5,split,DKW Minimax,0.0,294,27,764,1,1.0,0.5789425350897501,0.095452476238119,0.904547523761881
Abalone Gender,LDA,6,naive,CP Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,6,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5644239486402312,0.0349827413706853,0.9650172586293146
Abalone Gender,LDA,6,naive,DKW Sum,0.0,840,76,764,1,1.0,0.707706511202091,0.080459979989995,0.919540020010005
Abalone Gender,LDA,6,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.511267759283613,0.0449777388694347,0.9550222611305653
Abalone Gender,LDA,6,split,CP Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,6,split,CP Minimax,0.0,294,27,764,1,1.0,0.6828738628406331,0.080459979989995,0.919540020010005
Abalone Gender,LDA,6,split,DKW Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,6,split,DKW Minimax,0.0,294,27,764,1,1.0,0.6443973536063965,0.1154424712356178,0.8845575287643822
Abalone Gender,LDA,7,naive,CP Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,7,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5386683529946418,0.0334834917458729,0.966516508254127
Abalone Gender,LDA,7,naive,DKW Sum,0.0,840,76,764,1,1.0,0.5360895511495667,0.0479762381190595,0.9520237618809405
Abalone Gender,LDA,7,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.4986264325005406,0.0439782391195597,0.9560217608804403
Abalone Gender,LDA,7,split,CP Sum,-0.0013089005235601,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,7,split,CP Minimax,-0.0013089005235601,294,27,764,1,1.0,0.6510344490480968,0.0759622311155577,0.9240377688844423
Abalone Gender,LDA,7,split,DKW Sum,-0.0013089005235601,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,7,split,DKW Minimax,-0.0013089005235601,294,27,764,1,1.0,0.5789425350897501,0.095452476238119,0.904547523761881
Abalone Gender,LDA,8,naive,CP Sum,0.0,840,76,764,1,1.0,0.9569382677971024,0.1194404702351175,0.8805595297648825
Abalone Gender,LDA,8,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5257201171946368,0.032483991995998,0.967516008004002
Abalone Gender,LDA,8,naive,DKW Sum,0.0,840,76,764,1,1.0,0.4484493420821884,0.0394804902451225,0.9605195097548775
Abalone Gender,LDA,8,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.4862621972454548,0.0424789894947473,0.9575210105052527
Abalone Gender,LDA,8,split,CP Sum,0.010204081632653,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,8,split,CP Minimax,0.010204081632653,294,27,764,1,1.0,0.6180543116412671,0.0714644822411205,0.9285355177588795
Abalone Gender,LDA,8,split,DKW Sum,0.010204081632653,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,8,split,DKW Minimax,0.010204081632653,294,27,764,1,1.0,0.545753863175354,0.0874564782391195,0.9125435217608805
Abalone Gender,LDA,9,naive,CP Sum,0.0006544502617801,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,9,naive,CP Minimax,0.0006544502617801,840,76,764,1,1.0,0.5770064483578702,0.0359822411205602,0.9640177588794399
Abalone Gender,LDA,9,naive,DKW Sum,0.0006544502617801,840,76,764,1,0.0,0.934205578186702,0.3878061530765383,0.6121938469234617
Abalone Gender,LDA,9,naive,DKW Minimax,0.0006544502617801,840,76,764,1,1.0,0.5360895511495667,0.0479762381190595,0.9520237618809405
Abalone Gender,LDA,9,split,CP Sum,0.0013089005235602,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,9,split,CP Minimax,0.0013089005235602,294,27,764,1,1.0,0.6510344490480968,0.0759622311155577,0.9240377688844423
Abalone Gender,LDA,9,split,DKW Sum,0.0013089005235602,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,LDA,9,split,DKW Minimax,0.0013089005235602,294,27,764,1,1.0,0.5789425350897501,0.095452476238119,0.904547523761881
Abalone Gender,Linear,0,naive,CP Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,0,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5517252303273926,0.0339832416208104,0.9660167583791897
Abalone Gender,Linear,0,naive,DKW Sum,0.0,840,76,764,1,1.0,0.6472696052027513,0.0649677338669334,0.9350322661330666
Abalone Gender,Linear,0,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.511267759283613,0.0449777388694347,0.9550222611305653
Abalone Gender,Linear,0,split,CP Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,0,split,CP Minimax,0.0,294,27,764,1,1.0,0.6828738628406331,0.080459979989995,0.919540020010005
Abalone Gender,Linear,0,split,DKW Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,0,split,DKW Minimax,0.0,294,27,764,1,1.0,0.6119423898419444,0.1044479739869935,0.8955520260130065
Abalone Gender,Linear,1,naive,CP Sum,0.0,840,76,764,1,1.0,0.9999141552626812,0.5007496248124063,0.49925037518759374
Abalone Gender,Linear,1,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5644239486402312,0.0349827413706853,0.9650172586293146
Abalone Gender,Linear,1,naive,DKW Sum,0.0,840,76,764,1,0.0,0.8672883228365191,0.192403951975988,0.807596048024012
Abalone Gender,Linear,1,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.511267759283613,0.0449777388694347,0.9550222611305653
Abalone Gender,Linear,1,split,CP Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,1,split,CP Minimax,0.0,294,27,764,1,1.0,0.6180543116412671,0.0714644822411205,0.9285355177588795
Abalone Gender,Linear,1,split,DKW Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,1,split,DKW Minimax,0.0,294,27,764,1,1.0,0.545753863175354,0.0874564782391195,0.9125435217608805
Abalone Gender,Linear,2,naive,CP Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,2,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5386683529946418,0.0334834917458729,0.966516508254127
Abalone Gender,Linear,2,naive,DKW Sum,0.0,840,76,764,1,1.0,0.3728460744214845,0.0339832416208104,0.9660167583791897
Abalone Gender,Linear,2,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.4862621972454548,0.0424789894947473,0.9575210105052527
Abalone Gender,Linear,2,split,CP Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,2,split,CP Minimax,0.0,294,27,764,1,1.0,0.5838508354486346,0.0669667333666833,0.9330332666333168
Abalone Gender,Linear,2,split,DKW Sum,0.0,294,27,764,1,1.0,0.545753863175354,0.0874564782391195,0.9125435217608805
Abalone Gender,Linear,2,split,DKW Minimax,0.0,294,27,764,1,1.0,0.5120552242733288,0.0809597298649324,0.9190402701350676
Abalone Gender,Linear,3,naive,CP Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,3,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5770064483578702,0.0359822411205602,0.9640177588794399
Abalone Gender,Linear,3,naive,DKW Sum,0.0,840,76,764,1,1.0,0.610562189443129,0.0579712356178089,0.9420287643821911
Abalone Gender,Linear,3,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.5360895511495667,0.0479762381190595,0.9520237618809405
Abalone Gender,Linear,3,split,CP Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,3,split,CP Minimax,0.0,294,27,764,1,1.0,0.5480622235018021,0.0629687343671836,0.9370312656328164
Abalone Gender,Linear,3,split,DKW Sum,0.0,294,27,764,1,1.0,0.4441563481356418,0.0699652326163081,0.930034767383692
Abalone Gender,Linear,3,split,DKW Minimax,0.0,294,27,764,1,1.0,0.4782960481561158,0.0749627313656828,0.9250372686343172
Abalone Gender,Linear,4,naive,CP Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,4,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5644239486402312,0.0349827413706853,0.9650172586293146
Abalone Gender,Linear,4,naive,DKW Sum,0.0,840,76,764,1,1.0,0.3094333537236415,0.0304849924962481,0.9695150075037519
Abalone Gender,Linear,4,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.5236685679005224,0.0464769884942471,0.9535230115057529
Abalone Gender,Linear,4,split,CP Sum,-0.0006544502617801,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,4,split,CP Minimax,-0.0006544502617801,294,27,764,1,1.0,0.6828738628406331,0.080459979989995,0.919540020010005
Abalone Gender,Linear,4,split,DKW Sum,-0.0006544502617801,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,4,split,DKW Minimax,-0.0006544502617801,294,27,764,1,1.0,0.6443973536063965,0.1154424712356178,0.8845575287643822
Abalone Gender,Linear,5,naive,CP Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,5,naive,CP Minimax,0.0,840,76,764,1,1.0,0.589687424957603,0.0364819909954977,0.9635180090045024
Abalone Gender,Linear,5,naive,DKW Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,5,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.5360895511495667,0.0479762381190595,0.9520237618809405
Abalone Gender,Linear,5,split,CP Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,5,split,CP Minimax,0.0,294,27,764,1,1.0,0.7134707208553432,0.0854574787393697,0.9145425212606303
Abalone Gender,Linear,5,split,DKW Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,5,split,DKW Minimax,0.0,294,27,764,1,1.0,0.6443973536063965,0.1154424712356178,0.8845575287643822
Abalone Gender,Linear,6,naive,CP Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,6,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5644239486402312,0.0349827413706853,0.9650172586293146
Abalone Gender,Linear,6,naive,DKW Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,6,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.5360895511495667,0.0479762381190595,0.9520237618809405
Abalone Gender,Linear,6,split,CP Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,6,split,CP Minimax,0.0,294,27,764,1,1.0,0.6828738628406331,0.080459979989995,0.919540020010005
Abalone Gender,Linear,6,split,DKW Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,6,split,DKW Minimax,0.0,294,27,764,1,1.0,0.6766178742030213,0.1279362181090545,0.8720637818909455
Abalone Gender,Linear,7,naive,CP Sum,0.0,840,76,764,1,1.0,0.9999141552626812,0.5007496248124063,0.49925037518759374
Abalone Gender,Linear,7,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5386683529946418,0.0334834917458729,0.966516508254127
Abalone Gender,Linear,7,naive,DKW Sum,0.0,840,76,764,1,1.0,0.5609874170170902,0.0509747373686843,0.9490252626313157
Abalone Gender,Linear,7,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.4986264325005406,0.0439782391195597,0.9560217608804403
Abalone Gender,Linear,7,split,CP Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,7,split,CP Minimax,0.0,294,27,764,1,1.0,0.6828738628406331,0.080459979989995,0.919540020010005
Abalone Gender,Linear,7,split,DKW Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,7,split,DKW Minimax,0.0,294,27,764,1,1.0,0.6443973536063965,0.1154424712356178,0.8845575287643822
Abalone Gender,Linear,8,naive,CP Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,8,naive,CP Minimax,0.0,840,76,764,1,1.0,0.5644239486402312,0.0349827413706853,0.9650172586293146
Abalone Gender,Linear,8,naive,DKW Sum,0.0,840,76,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,8,naive,DKW Minimax,0.0,840,76,764,1,1.0,0.511267759283613,0.0449777388694347,0.9550222611305653
Abalone Gender,Linear,8,split,CP Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,8,split,CP Minimax,0.0,294,27,764,1,1.0,0.6510344490480968,0.0759622311155577,0.9240377688844423
Abalone Gender,Linear,8,split,DKW Sum,0.0,294,27,764,1,1.0,1.0,0.0005,0.9995
Abalone Gender,Linear,8,split,DKW Minimax,0.0,294,27,764,1,1.0,0.6119423898419444,0.1044479739869935,0.8955520260130065
