dataset,model,seed,mode,n_cert,n_cert_minority,train_ratio,n_features,clf_fit_err,clf_test_err,optimism,method,fit,reason,Accuracy,G-Mean,F1,err_0,err_1,U_0,U_1,delta_0,delta_1,covered_0,covered_1,seconds
MIMIC-III Mortality,GradientBoosting,2,split,1277,116,10.021148036253777,19,0.3116279069767442,0.4625550660792952,0.150927159102551,DKW Sum,True,,0.6233480176211453,0.6188329813179869,0.5928571428571429,0.30176211453744495,0.45154185022026433,0.34683153766952524,0.5492957290615421,0.006996748374187095,0.0389807403701851,True,True,0.033
MIMIC-III Mortality,GradientBoosting,2,split,1277,116,10.021148036253777,19,0.3116279069767442,0.4625550660792952,0.150927159102551,DKW Minimax,True,,0.6189427312775331,0.6175262453249422,0.6342494714587738,0.42290748898678415,0.3392070484581498,0.45358397595584443,0.44995965273629634,0.008495997998999501,0.030984742371185595,True,True,0.035
MIMIC-III Mortality,GradientBoosting,3,naive,3648,331,10.021148036253777,19,0.3824767038245712,0.46365638766519823,0.08117968384062701,Baseline,True,,0.5363436123348018,0.294528892518886,0.1596806387225549,0.015418502202643172,0.9118942731277533,,,,,,,
MIMIC-III Mortality,GradientBoosting,3,naive,3648,331,10.021148036253777,19,0.3824767038245712,0.46365638766519823,0.08117968384062701,Threshold,True,,0.6475770925110133,0.6212351920565051,0.568733153638814,0.1696035242290749,0.5352422907488987,,,,,,,
MIMIC-III Mortality,GradientBoosting,3,naive,3648,331,10.021148036253777,19,0.3824767038245712,0.46365638766519823,0.08117968384062701,SMOTE,True,,0.5451541850220264,0.32561890875242316,0.1917808219178082,0.01762114537444934,0.8920704845814978,,,,,,,
MIMIC-III Mortality,GradientBoosting,3,naive,3648,331,10.021148036253777,19,0.3824767038245712,0.46365638766519823,0.08117968384062701,Balanced Weights,False,,,,,,,,,,,,,
MIMIC-III Mortality,GradientBoosting,3,naive,3648,331,10.021148036253777,19,0.3824767038245712,0.46365638766519823,0.08117968384062701,Slacks Deltas,False,,,,,,,,,,,,,118.572
MIMIC-III Mortality,GradientBoosting,3,naive,3648,331,10.021148036253777,19,0.3824767038245712,0.46365638766519823,0.08117968384062701,Min Deltas,True,,0.6475770925110133,0.6261514456938956,0.5778364116094987,0.18722466960352424,0.5176211453744494,,,,,,,8.34
MIMIC-III Mortality,GradientBoosting,3,naive,3648,331,10.021148036253777,19,0.3824767038245712,0.46365638766519823,0.08117968384062701,F Deltas,True,,0.6178414096916299,0.5525518190895871,0.471841704718417,0.10572687224669604,0.6585903083700441,,,,,,,0.038
MIMIC-III Mortality,GradientBoosting,3,naive,3648,331,10.021148036253777,19,0.3824767038245712,0.46365638766519823,0.08117968384062701,CP Sum,True,,0.6464757709251101,0.6197613223832494,0.5668016194331984,0.1696035242290749,0.5374449339207048,0.15860713790439077,0.40647642675947027,0.0014994997498749376,0.010994747373686845,False,False,0.415
