dataset,model,seed,mode,n_cert,n_cert_minority,train_ratio,n_features,clf_fit_err,clf_test_err,optimism,method,fit,reason,Accuracy,G-Mean,F1,err_0,err_1,U_0,U_1,delta_0,delta_1,covered_0,covered_1,seconds
Stroke Prediction,Linear,1,split,894,43,19.596774193548388,10,0.5,0.5,0.0,CP Sum,True,,0.768,0.7676249084025348,0.7734375,0.256,0.208,0.3404415134560379,0.4747582080866605,0.005497498749374687,0.04197923961980991,True,True,0.946
Stroke Prediction,Linear,1,split,894,43,19.596774193548388,10,0.5,0.5,0.0,CP Minimax,True,,0.776,0.767874989825818,0.7985611510791367,0.336,0.112,0.42093127616403725,0.423961374831493,0.006496998499249626,0.03848099049524763,True,True,0.949
Stroke Prediction,Linear,1,split,894,43,19.596774193548388,10,0.5,0.5,0.0,DKW Sum,True,,0.768,0.7676249084025348,0.7734375,0.256,0.208,0.3235349180010693,0.41859467991582106,0.007996248124062032,0.050974737368684346,True,True,0.024
Stroke Prediction,Linear,1,split,894,43,19.596774193548388,10,0.5,0.5,0.0,DKW Minimax,True,,0.78,0.7724868930926919,0.8014440433212996,0.328,0.112,0.39338660278963233,0.37461833891854335,0.00899574787393697,0.0469767383691846,True,True,0.025
Stroke Prediction,Linear,2,naive,2554,124,19.596774193548388,10,0.4963792645692287,0.496,-0.00037926456922871,Baseline,True,,0.504,0.08944271909999157,0.015873015873015872,0.0,0.992,,,,,,,
Stroke Prediction,Linear,2,naive,2554,124,19.596774193548388,10,0.4963792645692287,0.496,-0.00037926456922871,Threshold,True,,0.74,0.7391238055968702,0.749034749034749,0.296,0.224,,,,,,,
Stroke Prediction,Linear,2,naive,2554,124,19.596774193548388,10,0.4963792645692287,0.496,-0.00037926456922871,SMOTE,True,,0.736,0.7358260664042828,0.7401574803149606,0.28,0.248,,,,,,,
Stroke Prediction,Linear,2,naive,2554,124,19.596774193548388,10,0.4963792645692287,0.496,-0.00037926456922871,Balanced Weights,True,,0.728,0.7278241545868068,0.7322834645669292,0.288,0.256,,,,,,,
Stroke Prediction,Linear,2,naive,2554,124,19.596774193548388,10,0.4963792645692287,0.496,-0.00037926456922871,Slacks Deltas,False,,,,,,,,,,,,,43.483
Stroke Prediction,Linear,2,naive,2554,124,19.596774193548388,10,0.4963792645692287,0.496,-0.00037926456922871,Min Deltas,True,,0.736,0.7316392553711152,0.7555555555555555,0.344,0.184,,,,,,,2.946
Stroke Prediction,Linear,2,naive,2554,124,19.596774193548388,10,0.4963792645692287,0.496,-0.00037926456922871,F Deltas,True,,0.716,0.6908777026362914,0.7609427609427609,0.472,0.096,,,,,,,0.035
Stroke Prediction,Linear,2,naive,2554,124,19.596774193548388,10,0.4963792645692287,0.496,-0.00037926456922871,CP Sum,True,,0.716,0.6908777026362914,0.7609427609427609,0.472,0.096,0.4727230979246477,0.13723012875794469,0.003998249124562281,0.010494997498749376,True,True,3.036
Stroke Prediction,Linear,2,naive,2554,124,19.596774193548388,10,0.4963792645692287,0.496,-0.00037926456922871,CP Minimax,True,,0.74,0.7381707119630255,0.752851711026616,0.312,0.208,0.3255098020626203,0.3184771719489799,0.002998749374687344,0.016491995997999002,True,True,3.036
Stroke Prediction,Linear,2,naive,2554,124,19.596774193548388,10,0.4963792645692287,0.496,-0.00037926456922871,DKW Sum,True,,0.74,0.7391238055968702,0.749034749034749,0.296,0.224,0.2917822691192856,0.30075914510420165,0.00449799899949975,0.022988744372186096,False,True,0.081
Stroke Prediction,Linear,2,naive,2554,124,19.596774193548388,10,0.4963792645692287,0.496,-0.00037926456922871,DKW Minimax,True,,0.744,0.7424499983163849,0.7557251908396947,0.304,0.208,0.313592968707763,0.2930533735096579,0.00449799899949975,0.022488994497248626,True,True,0.083
Stroke Prediction,Linear,2,split,894,43,19.596774193548388,10,0.5,0.5,0.0,Baseline,True,,0.5,0.0,0.0,0.0,1.0,,,,,,,
Stroke Prediction,Linear,2,split,894,43,19.596774193548388,10,0.5,0.5,0.0,Threshold,True,,0.72,0.7070388956768927,0.7535211267605634,0.416,0.144,,,,,,,
Stroke Prediction,Linear,2,split,894,43,19.596774193548388,10,0.5,0.5,0.0,SMOTE,True,,0.724,0.7231044184625066,0.7335907335907336,0.312,0.24,,,,,,,
Stroke Prediction,Linear,2,split,894,43,19.596774193548388,10,0.5,0.5,0.0,Balanced Weights,True,,0.748,0.7461903242471052,0.7604562737642585,0.304,0.2,,,,,,,
Stroke Prediction,Linear,2,split,894,43,19.596774193548388,10,0.5,0.5,0.0,Slacks Deltas,False,,,,,,,,,,,,,2.811
Stroke Prediction,Linear,2,split,894,43,19.596774193548388,10,0.5,0.5,0.0,Min Deltas,True,,0.756,0.7551423706825091,0.7644787644787645,0.28,0.208,,,,,,,0.662
Stroke Prediction,Linear,2,split,894,43,19.596774193548388,10,0.5,0.5,0.0,F Deltas,True,,0.704,0.6725711858234784,0.7549668874172185,0.504,0.088,,,,,,,0.034
Stroke Prediction,Linear,2,split,894,43,19.596774193548388,10,0.5,0.5,0.0,CP Sum,True,,0.752,0.7513188404399294,0.7596899224806202,0.28,0.216,0.32543784603312526,0.36980194487930695,0.005497498749374687,0.03498274137068535,True,True,0.938
Stroke Prediction,Linear,2,split,894,43,19.596774193548388,10,0.5,0.5,0.0,CP Minimax,True,,0.744,0.7412422006335042,0.7593984962406015,0.32,0.192,0.36279142312936236,0.36980194487930695,0.005497498749374687,0.03498274137068535,True,True,0.943
Stroke Prediction,Linear,2,split,894,43,19.596774193548388,10,0.5,0.5,0.0,DKW Sum,True,,0.752,0.7513188404399294,0.7596899224806202,0.28,0.216,0.30943386042175086,0.33047773902600275,0.007996248124062032,0.04347848924462232,True,True,0.023
Stroke Prediction,Linear,2,split,894,43,19.596774193548388,10,0.5,0.5,0.0,DKW Minimax,True,,0.756,0.7547184905645283,0.7662835249042146,0.288,0.2,0.3384756531019879,0.33047773902600275,0.008495997998999501,0.04347848924462232,True,True,0.023
Stroke Prediction,Linear,3,naive,2554,124,19.596774193548388,10,0.5,0.5,0.0,Baseline,True,,0.5,0.0,0.0,0.0,1.0,,,,,,,
Stroke Prediction,Linear,3,naive,2554,124,19.596774193548388,10,0.5,0.5,0.0,Threshold,True,,0.748,0.7362608233499865,0.7773851590106007,0.384,0.12,,,,,,,
Stroke Prediction,Linear,3,naive,2554,124,19.596774193548388,10,0.5,0.5,0.0,SMOTE,True,,0.728,0.7264158588577208,0.7404580152671756,0.32,0.224,,,,,,,
Stroke Prediction,Linear,3,naive,2554,124,19.596774193548388,10,0.5,0.5,0.0,Balanced Weights,True,,0.74,0.7368690521388451,0.7565543071161048,0.328,0.192,,,,,,,
Stroke Prediction,Linear,3,naive,2554,124,19.596774193548388,10,0.5,0.5,0.0,Slacks Deltas,False,,,,,,,,,,,,,43.386
Stroke Prediction,Linear,3,naive,2554,124,19.596774193548388,10,0.5,0.5,0.0,Min Deltas,True,,0.748,0.7362608233499865,0.7773851590106007,0.384,0.12,,,,,,,2.006
Stroke Prediction,Linear,3,naive,2554,124,19.596774193548388,10,0.5,0.5,0.0,F Deltas,True,,0.728,0.6976532089799344,0.7748344370860927,0.48,0.064,,,,,,,0.035
Stroke Prediction,Linear,3,naive,2554,124,19.596774193548388,10,0.5,0.5,0.0,CP Sum,True,,0.748,0.7362608233499865,0.7773851590106007,0.384,0.12,0.38639554104274315,0.20830270105960452,0.003498499249624813,0.012493996998499252,True,True,3.037
Stroke Prediction,Linear,3,naive,2554,124,19.596774193548388,10,0.5,0.5,0.0,CP Minimax,True,,0.752,0.7458471693316265,0.7737226277372263,0.344,0.152,0.3404633468245232,0.3372158358126924,0.002998749374687344,0.016991745872936472,False,True,3.028
Stroke Prediction,Linear,3,naive,2554,124,19.596774193548388,10,0.5,0.5,0.0,DKW Sum,True,,0.748,0.7362608233499865,0.7773851590106007,0.384,0.12,0.3733486278279687,0.2062487181712982,0.004997748874437219,0.019990245122561284,False,True,0.084
Stroke Prediction,Linear,3,naive,2554,124,19.596774193548388,10,0.5,0.5,0.0,DKW Minimax,True,,0.744,0.7387773683593726,0.7647058823529411,0.344,0.168,0.3205888534814256,0.3088236612332339,0.00449799899949975,0.022988744372186096,False,True,0.083
Stroke Prediction,Linear,3,split,894,43,19.596774193548388,10,0.5,0.5,0.0,Baseline,True,,0.5,0.0,0.0,0.0,1.0,,,,,,,
Stroke Prediction,Linear,3,split,894,43,19.596774193548388,10,0.5,0.5,0.0,Threshold,True,,0.744,0.7283076273114266,0.7777777777777778,0.408,0.104,,,,,,,
Stroke Prediction,Linear,3,split,894,43,19.596774193548388,10,0.5,0.5,0.0,SMOTE,True,,0.748,0.7467047609329942,0.7586206896551724,0.296,0.208,,,,,,,
Stroke Prediction,Linear,3,split,894,43,19.596774193548388,10,0.5,0.5,0.0,Balanced Weights,True,,0.74,0.7360869513855004,0.758364312267658,0.336,0.184,,,,,,,
Stroke Prediction,Linear,3,split,894,43,19.596774193548388,10,0.5,0.5,0.0,Slacks Deltas,False,,,,,,,,,,,,,2.803
Stroke Prediction,Linear,3,split,894,43,19.596774193548388,10,0.5,0.5,0.0,Min Deltas,True,,0.76,0.75962095811003,0.765625,0.264,0.216,,,,,,,0.692
Stroke Prediction,Linear,3,split,894,43,19.596774193548388,10,0.5,0.5,0.0,F Deltas,True,,0.736,0.7146467658920734,0.7755102040816326,0.44,0.088,,,,,,,0.035
Stroke Prediction,Linear,3,split,894,43,19.596774193548388,10,0.5,0.5,0.0,CP Sum,True,,0.748,0.7376503236629128,0.7758007117437722,0.376,0.128,0.4087843560419478,0.34125913152810633,0.006496998499249626,0.032983741870935473,True,True,0.938
Stroke Prediction,Linear,3,split,894,43,19.596774193548388,10,0.5,0.5,0.0,CP Minimax,True,,0.748,0.7376503236629128,0.7758007117437722,0.376,0.128,0.402992519546703,0.36980194487930695,0.005997248624312156,0.03498274137068535,True,True,0.941
Stroke Prediction,Linear,3,split,894,43,19.596774193548388,10,0.5,0.5,0.0,DKW Sum,True,,0.748,0.7376503236629128,0.7758007117437722,0.376,0.128,0.3886862502631928,0.3082874294954886,0.00899574787393697,0.04197923961980991,True,True,0.023
Stroke Prediction,Linear,3,split,894,43,19.596774193548388,10,0.5,0.5,0.0,DKW Minimax,True,,0.752,0.7447737911607792,0.7753623188405797,0.352,0.144,0.36988484015743495,0.3526984967048621,0.00899574787393697,0.04497773886943472,True,True,0.023
Stroke Prediction,Linear,4,naive,2554,124,19.596774193548388,10,0.5,0.496,-0.0040000000000000036,Baseline,True,,0.504,0.08944271909999157,0.015873015873015872,0.0,0.992,,,,,,,
Stroke Prediction,Linear,4,naive,2554,124,19.596774193548388,10,0.5,0.496,-0.0040000000000000036,Threshold,True,,0.736,0.7316392553711152,0.7130434782608696,0.184,0.344,,,,,,,
Stroke Prediction,Linear,4,naive,2554,124,19.596774193548388,10,0.5,0.496,-0.0040000000000000036,SMOTE,True,,0.748,0.747475752115077,0.7407407407407407,0.224,0.28,,,,,,,
Stroke Prediction,Linear,4,naive,2554,124,19.596774193548388,10,0.5,0.496,-0.0040000000000000036,Balanced Weights,True,,0.772,0.7719067301170525,0.7692307692307693,0.216,0.24,,,,,,,
Stroke Prediction,Linear,4,naive,2554,124,19.596774193548388,10,0.5,0.496,-0.0040000000000000036,Slacks Deltas,False,,,,,,,,,,,,,43.455
Stroke Prediction,Linear,4,naive,2554,124,19.596774193548388,10,0.5,0.496,-0.0040000000000000036,Min Deltas,True,,0.776,0.767874989825818,0.7985611510791367,0.336,0.112,,,,,,,3.092
Stroke Prediction,Linear,4,naive,2554,124,19.596774193548388,10,0.5,0.496,-0.0040000000000000036,F Deltas,True,,0.76,0.7462332075162562,0.7902097902097902,0.384,0.096,,,,,,,0.035
Stroke Prediction,Linear,4,naive,2554,124,19.596774193548388,10,0.5,0.496,-0.0040000000000000036,CP Sum,True,,0.736,0.7316392553711152,0.7130434782608696,0.184,0.344,0.2309047850377573,0.3825444332063148,0.002498999499749875,0.018490995497748876,True,True,3.031
Stroke Prediction,Linear,4,naive,2554,124,19.596774193548388,10,0.5,0.496,-0.0040000000000000036,CP Minimax,True,,0.772,0.7719067301170525,0.7747035573122529,0.24,0.216,0.31479562326247335,0.3091493059026962,0.002998749374687344,0.01599224612306153,True,True,3.036
Stroke Prediction,Linear,4,naive,2554,124,19.596774193548388,10,0.5,0.496,-0.0040000000000000036,DKW Sum,True,,0.736,0.7316392553711152,0.7130434782608696,0.184,0.344,0.22465396643637325,0.3481091617759416,0.003998249124562281,0.024487993996998504,True,True,0.088
Stroke Prediction,Linear,4,naive,2554,124,19.596774193548388,10,0.5,0.496,-0.0040000000000000036,DKW Minimax,True,,0.776,0.775958761790857,0.7777777777777778,0.232,0.216,0.3024818575966519,0.2849888573806256,0.00449799899949975,0.022488994497248626,True,True,0.087
Stroke Prediction,Linear,4,split,894,43,19.596774193548388,10,0.5,0.492,-0.008000000000000007,Baseline,True,,0.508,0.12649110640673517,0.031496062992125984,0.0,0.984,,,,,,,
Stroke Prediction,Linear,4,split,894,43,19.596774193548388,10,0.5,0.492,-0.008000000000000007,Threshold,True,,0.732,0.7261955659462539,0.7048458149779736,0.176,0.36,,,,,,,
Stroke Prediction,Linear,4,split,894,43,19.596774193548388,10,0.5,0.492,-0.008000000000000007,SMOTE,True,,0.772,0.771160164946297,0.7634854771784232,0.192,0.264,,,,,,,
Stroke Prediction,Linear,4,split,894,43,19.596774193548388,10,0.5,0.492,-0.008000000000000007,Balanced Weights,True,,0.78,0.7799897435223107,0.7791164658634538,0.216,0.224,,,,,,,
Stroke Prediction,Linear,4,split,894,43,19.596774193548388,10,0.5,0.492,-0.008000000000000007,Slacks Deltas,False,,,,,,,,,,,,,2.806
Stroke Prediction,Linear,4,split,894,43,19.596774193548388,10,0.5,0.492,-0.008000000000000007,Min Deltas,True,,0.772,0.7719896372361484,0.7729083665338645,0.232,0.224,,,,,,,0.863
Stroke Prediction,Linear,4,split,894,43,19.596774193548388,10,0.5,0.492,-0.008000000000000007,F Deltas,True,,0.752,0.7347816002051222,0.7862068965517242,0.408,0.088,,,,,,,0.034
Stroke Prediction,Linear,4,split,894,43,19.596774193548388,10,0.5,0.492,-0.008000000000000007,CP Sum,True,,0.752,0.7499119948367274,0.7372881355932204,0.192,0.304,0.2690285464784091,0.397521222014545,0.00449799899949975,0.03648199099549775,True,True,0.944
Stroke Prediction,Linear,4,split,894,43,19.596774193548388,10,0.5,0.492,-0.008000000000000007,CP Minimax,True,,0.772,0.7717408891590493,0.7764705882352941,0.248,0.208,0.3578403709436674,0.34125913152810633,0.005497498749374687,0.032983741870935473,True,True,0.947
Stroke Prediction,Linear,4,split,894,43,19.596774193548388,10,0.5,0.492,-0.008000000000000007,DKW Sum,True,,0.752,0.7499119948367274,0.7372881355932204,0.192,0.304,0.25690965274955624,0.3526984967048621,0.007496498249124564,0.04497773886943472,True,True,0.023
Stroke Prediction,Linear,4,split,894,43,19.596774193548388,10,0.5,0.492,-0.008000000000000007,DKW Minimax,True,,0.772,0.7717408891590493,0.7764705882352941,0.248,0.208,0.3384756531019879,0.3082874294954886,0.008495997998999501,0.04197923961980991,True,True,0.024
Stroke Prediction,Linear,5,naive,2554,124,19.596774193548388,10,0.49193548387096775,0.5,0.008064516129032251,Baseline,True,,0.5,0.0,0.0,0.0,1.0,,,,,,,
Stroke Prediction,Linear,5,naive,2554,124,19.596774193548388,10,0.49193548387096775,0.5,0.008064516129032251,Threshold,True,,0.776,0.7666655072455002,0.8,0.344,0.104,,,,,,,
Stroke Prediction,Linear,5,naive,2554,124,19.596774193548388,10,0.49193548387096775,0.5,0.008064516129032251,SMOTE,True,,0.76,0.7593260169387059,0.7674418604651163,0.272,0.208,,,,,,,
Stroke Prediction,Linear,5,naive,2554,124,19.596774193548388,10,0.49193548387096775,0.5,0.008064516129032251,Balanced Weights,True,,0.756,0.7542095199611313,0.7680608365019012,0.296,0.192,,,,,,,
Stroke Prediction,Linear,5,naive,2554,124,19.596774193548388,10,0.49193548387096775,0.5,0.008064516129032251,Slacks Deltas,False,,,,,,,,,,,,,43.449
Stroke Prediction,Linear,5,naive,2554,124,19.596774193548388,10,0.49193548387096775,0.5,0.008064516129032251,Min Deltas,True,,0.76,0.7477325725150671,0.7887323943661971,0.376,0.104,,,,,,,2.3
Stroke Prediction,Linear,5,naive,2554,124,19.596774193548388,10,0.49193548387096775,0.5,0.008064516129032251,F Deltas,True,,0.728,0.692681745103767,0.7777777777777778,0.496,0.048,,,,,,,0.035
Stroke Prediction,Linear,5,naive,2554,124,19.596774193548388,10,0.49193548387096775,0.5,0.008064516129032251,CP Sum,True,,0.776,0.7666655072455002,0.8,0.344,0.104,0.38132779695413593,0.2602612657931192,0.003498499249624813,0.014492996498249127,True,True,3.06
Stroke Prediction,Linear,5,naive,2554,124,19.596774193548388,10,0.49193548387096775,0.5,0.008064516129032251,CP Minimax,True,,0.768,0.7638219687859207,0.7851851851851852,0.312,0.152,0.3430215390237041,0.3184771719489799,0.002998749374687344,0.016491995997999002,True,True,3.038
Stroke Prediction,Linear,5,naive,2554,124,19.596774193548388,10,0.49193548387096775,0.5,0.008064516129032251,DKW Sum,True,,0.776,0.7666655072455002,0.8,0.344,0.104,0.3684103562230304,0.24578569485387636,0.004997748874437219,0.02098974487243622,True,True,0.085
Stroke Prediction,Linear,5,naive,2554,124,19.596774193548388,10,0.49193548387096775,0.5,0.008064516129032251,DKW Minimax,True,,0.764,0.7602104971650944,0.7806691449814126,0.312,0.16,0.3205888534814256,0.3088236612332339,0.00449799899949975,0.022988744372186096,True,True,0.083
Stroke Prediction,Linear,5,split,894,43,19.596774193548388,10,0.4876543209876543,0.496,0.008345679012345675,Baseline,True,,0.504,0.08944271909999157,0.015873015873015872,0.0,0.992,,,,,,,
Stroke Prediction,Linear,5,split,894,43,19.596774193548388,10,0.4876543209876543,0.496,0.008345679012345675,Threshold,True,,0.772,0.7707450940486095,0.7816091954022989,0.272,0.184,,,,,,,
Stroke Prediction,Linear,5,split,894,43,19.596774193548388,10,0.4876543209876543,0.496,0.008345679012345675,SMOTE,True,,0.76,0.7573004687704874,0.7744360902255639,0.304,0.176,,,,,,,
Stroke Prediction,Linear,5,split,894,43,19.596774193548388,10,0.4876543209876543,0.496,0.008345679012345675,Balanced Weights,True,,0.768,0.7669576259481354,0.7769230769230769,0.272,0.192,,,,,,,
Stroke Prediction,Linear,5,split,894,43,19.596774193548388,10,0.4876543209876543,0.496,0.008345679012345675,Slacks Deltas,False,,,,,,,,,,,,,2.808
Stroke Prediction,Linear,5,split,894,43,19.596774193548388,10,0.4876543209876543,0.496,0.008345679012345675,Min Deltas,True,,0.748,0.7279560426289489,0.7849829351535836,0.424,0.08,,,,,,,0.465
Stroke Prediction,Linear,5,split,894,43,19.596774193548388,10,0.4876543209876543,0.496,0.008345679012345675,F Deltas,True,,0.748,0.7279560426289489,0.7849829351535836,0.424,0.08,,,,,,,0.034
Stroke Prediction,Linear,5,split,894,43,19.596774193548388,10,0.4876543209876543,0.496,0.008345679012345675,CP Sum,True,,0.696,0.6406496702566856,0.7610062893081762,0.576,0.032,0.604553540781599,0.20667331820692855,0.009495497748874438,0.02548749374687344,True,True,0.942
Stroke Prediction,Linear,5,split,894,43,19.596774193548388,10,0.4876543209876543,0.496,0.008345679012345675,CP Minimax,True,,0.752,0.7364781055808788,0.7847222222222222,0.4,0.096,0.43303142530464067,0.397521222014545,0.006496998499249626,0.03648199099549775,True,True,0.949
