dataset,model,seed,mode,n_cert,n_cert_minority,train_ratio,n_features,clf_fit_err,clf_test_err,optimism,method,fit,Accuracy,G-Mean,F1,err_0,err_1,U_0,U_1,delta_0,delta_1,covered_0,covered_1,reason,seconds
Abalone Gender,GradientBoosting,1,naive,840,76,10.052631578947368,8,0.3026315789473684,0.5006544502617801,0.1980228713144117,DKW Minimax,True,0.5137434554973822,0.4454802118743587,0.3465259454705365,0.2303664921465968,0.7421465968586387,0.2075111458639477,0.1821110713816285,0.006996748374187,0.0249877438719359,False,False,,
Abalone Gender,GradientBoosting,1,split,294,27,10.052631578947368,8,0.1326530612244898,0.5006544502617801,0.3680013890372903,Baseline,True,0.4993455497382199,0.12924357106107,0.0328697850821744,0.0183246073298429,0.9829842931937172,,,,,,,,
Abalone Gender,GradientBoosting,1,split,294,27,10.052631578947368,8,0.1326530612244898,0.5006544502617801,0.3680013890372903,Threshold,True,0.5039267015706806,0.2659871370865034,0.1327231121281464,0.0680628272251308,0.9240837696335078,,,,,,,,
Abalone Gender,GradientBoosting,1,split,294,27,10.052631578947368,8,0.1326530612244898,0.5006544502617801,0.3680013890372903,SMOTE,True,0.5032722513089005,0.3003862539095069,0.1668496158068057,0.0929319371727748,0.900523560209424,,,,,,,,
Abalone Gender,GradientBoosting,1,split,294,27,10.052631578947368,8,0.1326530612244898,0.5006544502617801,0.3680013890372903,Balanced Weights,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,1,split,294,27,10.052631578947368,8,0.1326530612244898,0.5006544502617801,0.3680013890372903,Slacks Deltas,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,1,split,294,27,10.052631578947368,8,0.1326530612244898,0.5006544502617801,0.3680013890372903,Min Deltas,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,1,split,294,27,10.052631578947368,8,0.1326530612244898,0.5006544502617801,0.3680013890372903,F Deltas,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,1,split,294,27,10.052631578947368,8,0.1326530612244898,0.5006544502617801,0.3680013890372903,CP Sum,True,0.5,0.0,0.0,0.0,1.0,0.0412465989324497,1.0,0.0034984992496248,0.0005,True,True,,
Abalone Gender,GradientBoosting,1,split,294,27,10.052631578947368,8,0.1326530612244898,0.5006544502617801,0.3680013890372903,CP Minimax,True,0.4901832460732984,0.4725656596475313,0.5489287782281412,0.6400523560209425,0.3795811518324607,0.7188438958742367,0.6828738628406331,0.022988744372186,0.080459979989995,True,True,,
Abalone Gender,GradientBoosting,1,split,294,27,10.052631578947368,8,0.1326530612244898,0.5006544502617801,0.3680013890372903,DKW Sum,True,0.5,0.0,0.0,0.0,1.0,0.0919038908480928,1.0,0.0109947473736868,0.0005,True,True,,
Abalone Gender,GradientBoosting,1,split,294,27,10.052631578947368,8,0.1326530612244898,0.5006544502617801,0.3680013890372903,DKW Minimax,True,0.4869109947643979,0.4730910447751822,0.539906103286385,0.6282722513089005,0.3979057591623036,0.6675959033819103,0.6443973536063965,0.0339832416208104,0.1154424712356178,True,True,,
Abalone Gender,GradientBoosting,2,naive,840,76,10.052631578947368,8,0.2236842105263158,0.5,0.2763157894736842,Baseline,True,0.5,0.1078950130683305,0.0230179028132992,0.0117801047120418,0.988219895287958,,,,,,,,
Abalone Gender,GradientBoosting,2,naive,840,76,10.052631578947368,8,0.2236842105263158,0.5,0.2763157894736842,Threshold,True,0.5085078534031413,0.3545405392855309,0.2265705458290422,0.1269633507853403,0.856020942408377,,,,,,,,
Abalone Gender,GradientBoosting,2,naive,840,76,10.052631578947368,8,0.2236842105263158,0.5,0.2763157894736842,SMOTE,True,0.5045811518324608,0.3160662779440376,0.1833872707659115,0.1020942408376963,0.8887434554973822,,,,,,,,
Abalone Gender,GradientBoosting,2,naive,840,76,10.052631578947368,8,0.2236842105263158,0.5,0.2763157894736842,Balanced Weights,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,2,naive,840,76,10.052631578947368,8,0.2236842105263158,0.5,0.2763157894736842,Slacks Deltas,True,0.5143979057591623,0.4180456972430359,0.3065420560747663,0.1858638743455497,0.7853403141361257,,,,,,,,
Abalone Gender,GradientBoosting,2,naive,840,76,10.052631578947368,8,0.2236842105263158,0.5,0.2763157894736842,Min Deltas,True,0.5176701570680629,0.4658362068561251,0.3770076077768385,0.256544502617801,0.7081151832460733,,,,,,,,
Abalone Gender,GradientBoosting,2,naive,840,76,10.052631578947368,8,0.2236842105263158,0.5,0.2763157894736842,F Deltas,True,0.5058900523560209,0.3245175944198071,0.1925133689839572,0.1060209424083769,0.8821989528795812,,,,,,,,
Abalone Gender,GradientBoosting,2,naive,840,76,10.052631578947368,8,0.2236842105263158,0.5,0.2763157894736842,CP Sum,True,0.5150523560209425,0.3961235577127082,0.2770731707317073,0.1557591623036649,0.8141361256544503,0.078657299087538,0.1080131139734044,0.0024989994997498,0.0129937468734367,False,False,,
Abalone Gender,GradientBoosting,2,naive,840,76,10.052631578947368,8,0.2236842105263158,0.5,0.2763157894736842,CP Minimax,True,0.5170157068062827,0.4165286724516935,0.3037735849056603,0.1767015706806282,0.7892670157068062,0.0973330405332899,0.1080131139734044,0.0029987493746873,0.0129937468734367,False,False,,
Abalone Gender,GradientBoosting,2,naive,840,76,10.052631578947368,8,0.2236842105263158,0.5,0.2763157894736842,DKW Sum,True,0.5085078534031413,0.3545405392855309,0.2265705458290422,0.1269633507853403,0.856020942408377,0.0761905297040046,0.1689531766447864,0.0059972486243121,0.0249877438719359,False,False,,
Abalone Gender,GradientBoosting,2,naive,840,76,10.052631578947368,8,0.2236842105263158,0.5,0.2763157894736842,DKW Minimax,True,0.5157068062827225,0.4304412458484586,0.3235831809872029,0.200261780104712,0.768324607329843,0.1280921523840048,0.1562212567768698,0.0064969984992496,0.0244879939969985,False,False,,
Abalone Gender,GradientBoosting,2,split,294,27,10.052631578947368,8,0.1020408163265306,0.4947643979057591,0.3927235815792285,Baseline,True,0.5052356020942408,0.1394762334322326,0.0381679389312977,0.0091623036649214,0.9803664921465968,,,,,,,,
Abalone Gender,GradientBoosting,2,split,294,27,10.052631578947368,8,0.1020408163265306,0.4947643979057591,0.3927235815792285,Threshold,True,0.5032722513089005,0.2740388857972108,0.1404303510758777,0.0746073298429319,0.918848167539267,,,,,,,,
Abalone Gender,GradientBoosting,2,split,294,27,10.052631578947368,8,0.1020408163265306,0.4947643979057591,0.3927235815792285,SMOTE,True,0.5170157068062827,0.3633560661686048,0.2360248447204969,0.1151832460732984,0.8507853403141361,,,,,,,,
Abalone Gender,GradientBoosting,2,split,294,27,10.052631578947368,8,0.1020408163265306,0.4947643979057591,0.3927235815792285,Balanced Weights,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,2,split,294,27,10.052631578947368,8,0.1020408163265306,0.4947643979057591,0.3927235815792285,Slacks Deltas,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,2,split,294,27,10.052631578947368,8,0.1020408163265306,0.4947643979057591,0.3927235815792285,Min Deltas,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,2,split,294,27,10.052631578947368,8,0.1020408163265306,0.4947643979057591,0.3927235815792285,F Deltas,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,2,split,294,27,10.052631578947368,8,0.1020408163265306,0.4947643979057591,0.3927235815792285,CP Sum,True,0.5045811518324608,0.1438600174244406,0.0405576679340937,0.0117801047120418,0.9790575916230366,0.0412465989324497,1.0,0.0034984992496248,0.0005,True,True,,
Abalone Gender,GradientBoosting,2,split,294,27,10.052631578947368,8,0.1020408163265306,0.4947643979057591,0.3927235815792285,CP Minimax,True,0.506544502617801,0.5012132015336672,0.5402439024390244,0.5667539267015707,0.4201570680628272,0.6537076808529065,0.6510344490480968,0.0199902451225612,0.0759622311155577,True,True,,
Abalone Gender,GradientBoosting,2,split,294,27,10.052631578947368,8,0.1020408163265306,0.4947643979057591,0.3927235815792285,DKW Sum,True,0.5045811518324608,0.1438600174244406,0.0405576679340937,0.0117801047120418,0.9790575916230366,0.0919038908480928,1.0,0.0109947473736868,0.0005,True,True,,
Abalone Gender,GradientBoosting,2,split,294,27,10.052631578947368,8,0.1020408163265306,0.4947643979057591,0.3927235815792285,DKW Minimax,True,0.5045811518324608,0.499698382204524,0.5370030581039755,0.5654450261780105,0.425392670157068,0.6132661260855669,0.5789425350897501,0.0289857428714357,0.095452476238119,True,True,,
Abalone Gender,GradientBoosting,3,naive,840,76,10.052631578947368,8,0.2631578947368421,0.4993455497382199,0.2361876550013777,Baseline,True,0.5006544502617801,0.10185903904892,0.0205391527599486,0.0091623036649214,0.9895287958115184,,,,,,,,
Abalone Gender,GradientBoosting,3,naive,840,76,10.052631578947368,8,0.2631578947368421,0.4993455497382199,0.2361876550013777,Threshold,True,0.5085078534031413,0.3598452972057709,0.2328907048008171,0.1321989528795811,0.8507853403141361,,,,,,,,
Abalone Gender,GradientBoosting,3,naive,840,76,10.052631578947368,8,0.2631578947368421,0.4993455497382199,0.2361876550013777,SMOTE,True,0.5071989528795812,0.3249923826684591,0.1929260450160771,0.1034031413612565,0.8821989528795812,,,,,,,,
Abalone Gender,GradientBoosting,3,naive,840,76,10.052631578947368,8,0.2631578947368421,0.4993455497382199,0.2361876550013777,Balanced Weights,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,3,naive,840,76,10.052631578947368,8,0.2631578947368421,0.4993455497382199,0.2361876550013777,Slacks Deltas,True,0.5163612565445026,0.4020988424147692,0.2846079380445305,0.1596858638743455,0.8075916230366492,,,,,,,,
Abalone Gender,GradientBoosting,3,naive,840,76,10.052631578947368,8,0.2631578947368421,0.4993455497382199,0.2361876550013777,Min Deltas,True,0.5163612565445026,0.4093114224823754,0.2941738299904489,0.168848167539267,0.7984293193717278,,,,,,,,
Abalone Gender,GradientBoosting,3,naive,840,76,10.052631578947368,8,0.2631578947368421,0.4993455497382199,0.2361876550013777,F Deltas,True,0.5098167539267016,0.3655513354424816,0.2395939086294416,0.1348167539267015,0.8455497382198953,,,,,,,,
Abalone Gender,GradientBoosting,3,naive,840,76,10.052631578947368,8,0.2631578947368421,0.4993455497382199,0.2361876550013777,CP Sum,True,0.5150523560209425,0.4025204302221832,0.2854387656702025,0.1636125654450261,0.806282722513089,0.1057543228015276,0.1080131139734044,0.0029987493746873,0.0129937468734367,False,False,,
Abalone Gender,GradientBoosting,3,naive,840,76,10.052631578947368,8,0.2631578947368421,0.4993455497382199,0.2361876550013777,CP Minimax,True,0.5143979057591623,0.4053050152274803,0.289272030651341,0.168848167539267,0.8023560209424084,0.1090865019441514,0.1080131139734044,0.0029987493746873,0.0129937468734367,False,False,,
Abalone Gender,GradientBoosting,3,naive,840,76,10.052631578947368,8,0.2631578947368421,0.4993455497382199,0.2361876550013777,DKW Sum,True,0.5085078534031413,0.3598452972057709,0.2328907048008171,0.1321989528795811,0.8507853403141361,0.0945151370338475,0.1689531766447864,0.0059972486243121,0.0249877438719359,False,False,,
Abalone Gender,GradientBoosting,3,naive,840,76,10.052631578947368,8,0.2631578947368421,0.4993455497382199,0.2361876550013777,DKW Minimax,True,0.518324607329843,0.4283265720360604,0.3197781885397412,0.1897905759162303,0.7735602094240838,0.1359455555253661,0.1562212567768698,0.0064969984992496,0.0244879939969985,False,False,,
Abalone Gender,GradientBoosting,3,split,294,27,10.052631578947368,8,0.1530612244897959,0.5019633507853403,0.3489021262955443,Baseline,True,0.4980366492146597,0.1338538786575338,0.0352201257861635,0.0222513089005235,0.981675392670157,,,,,,,,
Abalone Gender,GradientBoosting,3,split,294,27,10.052631578947368,8,0.1530612244897959,0.5019633507853403,0.3489021262955443,Threshold,True,0.5091623036649214,0.3092995913663231,0.1758241758241758,0.0863874345549738,0.8952879581151832,,,,,,,,
Abalone Gender,GradientBoosting,3,split,294,27,10.052631578947368,8,0.1530612244897959,0.5019633507853403,0.3489021262955443,SMOTE,True,0.5098167539267016,0.3290629021551009,0.1972132904608788,0.1007853403141361,0.8795811518324608,,,,,,,,
Abalone Gender,GradientBoosting,3,split,294,27,10.052631578947368,8,0.1530612244897959,0.5019633507853403,0.3489021262955443,Balanced Weights,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,3,split,294,27,10.052631578947368,8,0.1530612244897959,0.5019633507853403,0.3489021262955443,Slacks Deltas,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,3,split,294,27,10.052631578947368,8,0.1530612244897959,0.5019633507853403,0.3489021262955443,Min Deltas,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,3,split,294,27,10.052631578947368,8,0.1530612244897959,0.5019633507853403,0.3489021262955443,F Deltas,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,3,split,294,27,10.052631578947368,8,0.1530612244897959,0.5019633507853403,0.3489021262955443,CP Sum,True,0.5006544502617801,0.0625813250674446,0.0078023407022106,0.0026178010471204,0.9960732984293194,0.0412465989324497,1.0,0.0034984992496248,0.0005,True,True,,
Abalone Gender,GradientBoosting,3,split,294,27,10.052631578947368,8,0.1530612244897959,0.5019633507853403,0.3489021262955443,CP Minimax,True,0.462696335078534,0.4614909282018308,0.4441435341909275,0.5039267015706806,0.5706806282722513,0.5936123027960156,0.5480622235018021,0.0174914957478739,0.0629687343671836,True,False,,
Abalone Gender,GradientBoosting,3,split,294,27,10.052631578947368,8,0.1530612244897959,0.5019633507853403,0.3489021262955443,DKW Sum,True,0.462696335078534,0.4614909282018308,0.4441435341909275,0.5039267015706806,0.5706806282722513,0.558775417755362,0.4782960481561158,0.0249877438719359,0.0749627313656828,True,False,,
Abalone Gender,GradientBoosting,3,split,294,27,10.052631578947368,8,0.1530612244897959,0.5019633507853403,0.3489021262955443,DKW Minimax,True,0.4620418848167539,0.460370290964241,0.4400544959128065,0.4986910994764398,0.5772251308900523,0.5515120474045774,0.5120552242733288,0.0244879939969985,0.0809597298649324,True,False,,
Abalone Gender,GradientBoosting,4,naive,840,76,10.052631578947368,8,0.3157894736842105,0.4986910994764397,0.1829016257922292,Baseline,True,0.5013089005235603,0.0883871362101263,0.0155038759689922,0.0052356020942408,0.9921465968586388,,,,,,,,
Abalone Gender,GradientBoosting,4,naive,840,76,10.052631578947368,8,0.3157894736842105,0.4986910994764397,0.1829016257922292,Threshold,True,0.5157068062827225,0.3780253365411123,0.2540322580645161,0.1335078534031413,0.8350785340314136,,,,,,,,
Abalone Gender,GradientBoosting,4,naive,840,76,10.052631578947368,8,0.3157894736842105,0.4986910994764397,0.1829016257922292,SMOTE,True,0.5104712041884817,0.3229988861819304,0.1904761904761904,0.094240837696335,0.8848167539267016,,,,,,,,
Abalone Gender,GradientBoosting,4,naive,840,76,10.052631578947368,8,0.3157894736842105,0.4986910994764397,0.1829016257922292,Balanced Weights,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,4,naive,840,76,10.052631578947368,8,0.3157894736842105,0.4986910994764397,0.1829016257922292,Slacks Deltas,True,0.5117801047120419,0.4009425314388897,0.2840690978886756,0.1701570680628272,0.806282722513089,,,,,,,,
Abalone Gender,GradientBoosting,4,naive,840,76,10.052631578947368,8,0.3157894736842105,0.4986910994764397,0.1829016257922292,Min Deltas,True,0.5117801047120419,0.4274637461141403,0.3205828779599271,0.206806282722513,0.7696335078534031,,,,,,,,
Abalone Gender,GradientBoosting,4,naive,840,76,10.052631578947368,8,0.3157894736842105,0.4986910994764397,0.1829016257922292,F Deltas,True,0.5163612565445026,0.3617588889150535,0.2341968911917098,0.1151832460732984,0.8520942408376964,,,,,,,,
Abalone Gender,GradientBoosting,4,naive,840,76,10.052631578947368,8,0.3157894736842105,0.4986910994764397,0.1829016257922292,CP Sum,True,0.5157068062827225,0.3780253365411123,0.2540322580645161,0.1335078534031413,0.8350785340314136,0.0822044257161626,0.1080131139734044,0.0024989994997498,0.0129937468734367,False,False,,
Abalone Gender,GradientBoosting,4,naive,840,76,10.052631578947368,8,0.3157894736842105,0.4986910994764397,0.1829016257922292,CP Minimax,True,0.5163612565445026,0.3877748965020456,0.266137040714995,0.1426701570680628,0.824607329842932,0.0909304260621411,0.1080131139734044,0.0024989994997498,0.0129937468734367,False,False,,
Abalone Gender,GradientBoosting,4,naive,840,76,10.052631578947368,8,0.3157894736842105,0.4986910994764397,0.1829016257922292,DKW Sum,True,0.5157068062827225,0.3780253365411123,0.2540322580645161,0.1335078534031413,0.8350785340314136,0.09798744034212,0.1562212567768698,0.0064969984992496,0.0244879939969985,False,False,,
Abalone Gender,GradientBoosting,4,naive,840,76,10.052631578947368,8,0.3157894736842105,0.4986910994764397,0.1829016257922292,DKW Minimax,True,0.5130890052356021,0.4056831545091207,0.2900763358778626,0.1727748691099476,0.8010471204188482,0.1320188539546855,0.1562212567768698,0.0064969984992496,0.0244879939969985,False,False,,
Abalone Gender,GradientBoosting,4,split,294,27,10.052631578947368,8,0.1326530612244898,0.4967277486910995,0.3640746874666096,Baseline,True,0.5032722513089005,0.1247513356800404,0.0306513409961685,0.0091623036649214,0.9842931937172776,,,,,,,,
Abalone Gender,GradientBoosting,4,split,294,27,10.052631578947368,8,0.1326530612244898,0.4967277486910995,0.3640746874666096,Threshold,True,0.5117801047120419,0.3373943412038575,0.2063829787234042,0.1034031413612565,0.8730366492146597,,,,,,,,
Abalone Gender,GradientBoosting,4,split,294,27,10.052631578947368,8,0.1326530612244898,0.4967277486910995,0.3640746874666096,SMOTE,True,0.5039267015706806,0.3058153009139236,0.1724890829694323,0.0955497382198952,0.8965968586387435,,,,,,,,
Abalone Gender,GradientBoosting,4,split,294,27,10.052631578947368,8,0.1326530612244898,0.4967277486910995,0.3640746874666096,Balanced Weights,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,4,split,294,27,10.052631578947368,8,0.1326530612244898,0.4967277486910995,0.3640746874666096,Slacks Deltas,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,4,split,294,27,10.052631578947368,8,0.1326530612244898,0.4967277486910995,0.3640746874666096,Min Deltas,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,4,split,294,27,10.052631578947368,8,0.1326530612244898,0.4967277486910995,0.3640746874666096,F Deltas,False,,,,,,,,,,,,,
Abalone Gender,GradientBoosting,4,split,294,27,10.052631578947368,8,0.1326530612244898,0.4967277486910995,0.3640746874666096,CP Sum,True,0.5019633507853403,0.0807921432566019,0.0129701686121919,0.0026178010471204,0.993455497382199,0.0412465989324497,1.0,0.0034984992496248,0.0005,True,True,,
Abalone Gender,GradientBoosting,4,split,294,27,10.052631578947368,8,0.1326530612244898,0.4967277486910995,0.3640746874666096,CP Minimax,True,0.5222513089005235,0.5108268327610842,0.5690672963400236,0.5863874345549738,0.369109947643979,0.6847979363143315,0.6828738628406331,0.0214894947473736,0.080459979989995,True,True,,
Abalone Gender,GradientBoosting,4,split,294,27,10.052631578947368,8,0.1326530612244898,0.4967277486910995,0.3640746874666096,DKW Sum,True,0.5019633507853403,0.0807921432566019,0.0129701686121919,0.0026178010471204,0.993455497382199,0.0919038908480928,1.0,0.0109947473736868,0.0005,True,True,,
Abalone Gender,GradientBoosting,4,split,294,27,10.052631578947368,8,0.1326530612244898,0.4967277486910995,0.3640746874666096,DKW Minimax,True,0.518979057591623,0.5124909699944121,0.5553539019963702,0.56282722513089,0.3992146596858639,0.6387128682230713,0.6119423898419444,0.0309847423711855,0.1044479739869935,True,True,,
