dataset,model,seed,mode,n_cert,n_cert_minority,train_ratio,n_features,clf_fit_err,clf_test_err,optimism,method,fit,Accuracy,G-Mean,F1,err_0,err_1,U_0,U_1,delta_0,delta_1,covered_0,covered_1,reason,seconds
BreastMNIST,LDA,9,naive,218,19,10.473684210526317,784,0.0263157894736842,0.46875,0.4424342105263158,SMOTE,True,0.53125,0.5077524002897476,0.4444444444444444,0.3125,0.625,,,,,,,,
BreastMNIST,LDA,9,naive,218,19,10.473684210526317,784,0.0263157894736842,0.46875,0.4424342105263158,Balanced Weights,False,,,,,,,,,,,,,
BreastMNIST,LDA,9,naive,218,19,10.473684210526317,784,0.0263157894736842,0.46875,0.4424342105263158,Slacks Deltas,True,0.53125,0.5122998847110938,0.4545454545454545,0.328125,0.609375,,,,,,,,
BreastMNIST,LDA,9,naive,218,19,10.473684210526317,784,0.0263157894736842,0.46875,0.4424342105263158,Min Deltas,True,0.5390625,0.4960783708246107,0.4158415841584158,0.25,0.671875,,,,,,,,
BreastMNIST,LDA,9,naive,218,19,10.473684210526317,784,0.0263157894736842,0.46875,0.4424342105263158,F Deltas,True,0.5390625,0.4960783708246107,0.4158415841584158,0.25,0.671875,,,,,,,,
BreastMNIST,LDA,9,naive,218,19,10.473684210526317,784,0.0263157894736842,0.46875,0.4424342105263158,CP Sum,True,0.5234375,0.4970616787683395,0.4299065420560747,0.3125,0.640625,0.0641088313304739,0.27047840678915,0.0054974987493746,0.0499752376188094,False,False,,
BreastMNIST,LDA,9,naive,218,19,10.473684210526317,784,0.0263157894736842,0.46875,0.4424342105263158,CP Minimax,True,0.5390625,0.5294085733155443,0.4869565217391304,0.359375,0.5625,0.1015194101934362,0.27047840678915,0.0064969984992496,0.0499752376188094,False,False,,
BreastMNIST,LDA,9,naive,218,19,10.473684210526317,784,0.0263157894736842,0.46875,0.4424342105263158,DKW Sum,True,0.5234375,0.4970616787683395,0.4299065420560747,0.3125,0.640625,0.1090345404506621,0.2701405625116251,0.0134934967483741,0.0624689844922461,False,False,,
BreastMNIST,LDA,9,naive,218,19,10.473684210526317,784,0.0263157894736842,0.46875,0.4424342105263158,DKW Minimax,True,0.54296875,0.5341145198480378,0.4935064935064935,0.359375,0.5546875,0.1291350429632249,0.2701405625116251,0.0134934967483741,0.0624689844922461,False,False,,
BreastMNIST,LDA,9,split,77,7,10.473684210526317,784,0.003875968992248,0.453125,0.4492490310077519,Baseline,True,0.546875,0.4487939567607835,0.3409090909090909,0.140625,0.765625,,,,,,,,
BreastMNIST,LDA,9,split,77,7,10.473684210526317,784,0.003875968992248,0.453125,0.4492490310077519,Threshold,True,0.53515625,0.3528621809573817,0.2222222222222222,0.0625,0.8671875,,,,,,,,
BreastMNIST,LDA,9,split,77,7,10.473684210526317,784,0.003875968992248,0.453125,0.4492490310077519,SMOTE,True,0.53125,0.4506939094329987,0.3478260869565217,0.1875,0.75,,,,,,,,
BreastMNIST,LDA,9,split,77,7,10.473684210526317,784,0.003875968992248,0.453125,0.4492490310077519,Balanced Weights,False,,,,,,,,,,,,,
BreastMNIST,LDA,9,split,77,7,10.473684210526317,784,0.003875968992248,0.453125,0.4492490310077519,Slacks Deltas,False,,,,,,,,,,,,,
BreastMNIST,LDA,9,split,77,7,10.473684210526317,784,0.003875968992248,0.453125,0.4492490310077519,Min Deltas,False,,,,,,,,,,,,,
BreastMNIST,LDA,9,split,77,7,10.473684210526317,784,0.003875968992248,0.453125,0.4492490310077519,F Deltas,False,,,,,,,,,,,,,
BreastMNIST,LDA,9,split,77,7,10.473684210526317,784,0.003875968992248,0.453125,0.4492490310077519,CP Sum,True,0.5078125,0.1524939163745557,0.0454545454545454,0.0078125,0.9765625,0.1147486995355999,1.0,0.0139932466233116,0.0005,True,True,,
BreastMNIST,LDA,9,split,77,7,10.473684210526317,784,0.003875968992248,0.453125,0.4492490310077519,CP Minimax,True,0.53515625,0.5288318125240765,0.5703971119133574,0.546875,0.3828125,0.690839783989267,0.7143884195272154,0.0469767383691846,0.1859072036018009,True,True,,
BreastMNIST,LDA,9,split,77,7,10.473684210526317,784,0.003875968992248,0.453125,0.4492490310077519,DKW Sum,True,0.5546875,0.4225255400934363,0.3048780487804878,0.0859375,0.8046875,0.2586518404716286,0.812992701632934,0.0294854927463731,0.4417791395697849,True,True,,
BreastMNIST,LDA,9,split,77,7,10.473684210526317,784,0.003875968992248,0.453125,0.4492490310077519,DKW Minimax,True,0.55078125,0.5491026059626744,0.5692883895131086,0.4921875,0.40625,0.6125772875899329,0.614633182624102,0.0614694847423711,0.2198901950975488,True,True,,
BreastMNIST,Linear,0,naive,218,19,10.473684210526317,784,0.0526315789473684,0.4140625,0.3614309210526316,Baseline,True,0.5859375,0.4367320268554276,0.3205128205128205,0.0234375,0.8046875,,,,,,,,
BreastMNIST,Linear,0,naive,218,19,10.473684210526317,784,0.0526315789473684,0.4140625,0.3614309210526316,Threshold,True,0.6328125,0.5588531958674389,0.4777777777777778,0.0703125,0.6640625,,,,,,,,
BreastMNIST,Linear,0,naive,218,19,10.473684210526317,784,0.0526315789473684,0.4140625,0.3614309210526316,SMOTE,True,0.63671875,0.5804429881564597,0.5079365079365079,0.1015625,0.625,,,,,,,,
BreastMNIST,Linear,0,naive,218,19,10.473684210526317,784,0.0526315789473684,0.4140625,0.3614309210526316,Balanced Weights,True,0.64453125,0.5924121440665273,0.5235602094240838,0.1015625,0.609375,,,,,,,,
BreastMNIST,Linear,0,naive,218,19,10.473684210526317,784,0.0526315789473684,0.4140625,0.3614309210526316,Slacks Deltas,True,0.64453125,0.5818083675597145,0.5081081081081081,0.078125,0.6328125,,,,,,,,
BreastMNIST,Linear,0,naive,218,19,10.473684210526317,784,0.0526315789473684,0.4140625,0.3614309210526316,Min Deltas,True,0.64453125,0.5818083675597145,0.5081081081081081,0.078125,0.6328125,,,,,,,,
BreastMNIST,Linear,0,naive,218,19,10.473684210526317,784,0.0526315789473684,0.4140625,0.3614309210526316,F Deltas,True,0.64453125,0.5818083675597145,0.5081081081081081,0.078125,0.6328125,,,,,,,,
BreastMNIST,Linear,0,naive,218,19,10.473684210526317,784,0.0526315789473684,0.4140625,0.3614309210526316,CP Sum,True,0.6328125,0.5588531958674389,0.4777777777777778,0.0703125,0.6640625,0.0518586492890313,0.27047840678915,0.0049977488744372,0.0499752376188094,False,False,,
BreastMNIST,Linear,0,naive,218,19,10.473684210526317,784,0.0526315789473684,0.4140625,0.3614309210526316,CP Minimax,True,0.6484375,0.6183237167940431,0.5631067961165048,0.15625,0.546875,0.1015194101934362,0.27047840678915,0.0064969984992496,0.0499752376188094,False,False,,
BreastMNIST,Linear,0,naive,218,19,10.473684210526317,784,0.0526315789473684,0.4140625,0.3614309210526316,DKW Sum,True,0.6328125,0.5588531958674389,0.4777777777777778,0.0703125,0.6640625,0.1040094148225214,0.2701405625116251,0.0134934967483741,0.0624689844922461,True,False,,
BreastMNIST,Linear,0,naive,218,19,10.473684210526317,784,0.0526315789473684,0.4140625,0.3614309210526316,DKW Minimax,True,0.6484375,0.6183237167940431,0.5631067961165048,0.15625,0.546875,0.1337199772125163,0.2701405625116251,0.0139932466233116,0.0624689844922461,False,False,,
BreastMNIST,Linear,0,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,Baseline,True,0.58984375,0.4384754750125713,0.3225806451612903,0.015625,0.8046875,,,,,,,,
BreastMNIST,Linear,0,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,Threshold,True,0.62890625,0.556500119328379,0.4751381215469613,0.078125,0.6640625,,,,,,,,
BreastMNIST,Linear,0,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,SMOTE,True,0.6171875,0.5607612014039487,0.4842105263157895,0.125,0.640625,,,,,,,,
BreastMNIST,Linear,0,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,Balanced Weights,True,0.60546875,0.55320003022189,0.4766839378238341,0.1484375,0.640625,,,,,,,,
BreastMNIST,Linear,0,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,Slacks Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,0,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,Min Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,0,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,F Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,0,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,CP Sum,True,0.59375,0.4471590006641933,0.3333333333333333,0.015625,0.796875,0.1711741879517856,0.8885402461929439,0.016491995997999,0.2743629314657329,True,True,,
BreastMNIST,Linear,0,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,CP Minimax,True,0.6640625,0.6624060222259834,0.6791044776119403,0.3828125,0.2890625,0.6269543932408026,0.5982295199197476,0.0414794897448724,0.1544229614807404,True,True,,
BreastMNIST,Linear,0,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,DKW Sum,True,0.59375,0.4471590006641933,0.3333333333333333,0.015625,0.796875,0.1896193690363894,0.812992701632934,0.0264869934967483,0.4417791395697849,True,True,,
BreastMNIST,Linear,0,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,DKW Minimax,True,0.66015625,0.6587563744947749,0.6741573033707865,0.3828125,0.296875,0.5725187879737801,0.500753660407973,0.054972736368184,0.1664169584792396,True,True,,
BreastMNIST,Linear,1,naive,218,19,10.473684210526317,784,0.0,0.3828125,0.3828125,Baseline,True,0.6171875,0.5275607192541917,0.4367816091954023,0.0625,0.703125,,,,,,,,
BreastMNIST,Linear,1,naive,218,19,10.473684210526317,784,0.0,0.3828125,0.3828125,Threshold,True,0.625,0.569348500343814,0.4947368421052631,0.1171875,0.6328125,,,,,,,,
BreastMNIST,Linear,1,naive,218,19,10.473684210526317,784,0.0,0.3828125,0.3828125,SMOTE,True,0.64453125,0.598867746773025,0.5333333333333333,0.1171875,0.59375,,,,,,,,
BreastMNIST,Linear,1,naive,218,19,10.473684210526317,784,0.0,0.3828125,0.3828125,Balanced Weights,True,0.6484375,0.6075694404757369,0.5454545454545454,0.125,0.578125,,,,,,,,
BreastMNIST,Linear,1,naive,218,19,10.473684210526317,784,0.0,0.3828125,0.3828125,Slacks Deltas,True,0.62890625,0.5753735199850616,0.5026178010471204,0.1171875,0.625,,,,,,,,
BreastMNIST,Linear,1,naive,218,19,10.473684210526317,784,0.0,0.3828125,0.3828125,Min Deltas,True,0.6328125,0.5813360991339261,0.5104166666666666,0.1171875,0.6171875,,,,,,,,
BreastMNIST,Linear,1,naive,218,19,10.473684210526317,784,0.0,0.3828125,0.3828125,F Deltas,True,0.6328125,0.5813360991339261,0.5104166666666666,0.1171875,0.6171875,,,,,,,,
BreastMNIST,Linear,1,naive,218,19,10.473684210526317,784,0.0,0.3828125,0.3828125,CP Sum,True,0.625,0.569348500343814,0.4947368421052631,0.1171875,0.6328125,0.0518586492890313,0.27047840678915,0.0049977488744372,0.0499752376188094,False,False,,
BreastMNIST,Linear,1,naive,218,19,10.473684210526317,784,0.0,0.3828125,0.3828125,CP Minimax,True,0.65234375,0.6303482110607597,0.5821596244131455,0.1796875,0.515625,0.0841671906287807,0.27047840678915,0.0059972486243121,0.0499752376188094,False,False,,
BreastMNIST,Linear,1,naive,218,19,10.473684210526317,784,0.0,0.3828125,0.3828125,DKW Sum,True,0.625,0.569348500343814,0.4947368421052631,0.1171875,0.6328125,0.1040094148225214,0.2701405625116251,0.0134934967483741,0.0624689844922461,False,False,,
BreastMNIST,Linear,1,naive,218,19,10.473684210526317,784,0.0,0.3828125,0.3828125,DKW Minimax,True,0.65234375,0.6343057228182637,0.5898617511520737,0.1953125,0.5,0.1241099173350842,0.2701405625116251,0.0134934967483741,0.0624689844922461,False,False,,
BreastMNIST,Linear,1,split,77,7,10.473684210526317,784,0.0,0.4453125,0.4453125,Baseline,True,0.5546875,0.4087214487352603,0.2875,0.0703125,0.8203125,,,,,,,,
BreastMNIST,Linear,1,split,77,7,10.473684210526317,784,0.0,0.4453125,0.4453125,Threshold,True,0.58984375,0.4927452197256712,0.3930635838150289,0.0859375,0.734375,,,,,,,,
BreastMNIST,Linear,1,split,77,7,10.473684210526317,784,0.0,0.4453125,0.4453125,SMOTE,True,0.62890625,0.5682217670615056,0.4919786096256685,0.1015625,0.640625,,,,,,,,
BreastMNIST,Linear,1,split,77,7,10.473684210526317,784,0.0,0.4453125,0.4453125,Balanced Weights,True,0.62109375,0.5557318513680856,0.4756756756756757,0.1015625,0.65625,,,,,,,,
BreastMNIST,Linear,1,split,77,7,10.473684210526317,784,0.0,0.4453125,0.4453125,Slacks Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,1,split,77,7,10.473684210526317,784,0.0,0.4453125,0.4453125,Min Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,1,split,77,7,10.473684210526317,784,0.0,0.4453125,0.4453125,F Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,1,split,77,7,10.473684210526317,784,0.0,0.4453125,0.4453125,CP Sum,True,0.54296875,0.3557905480229906,0.2251655629139073,0.046875,0.8671875,0.1147486995355999,1.0,0.0139932466233116,0.0005,True,True,,
BreastMNIST,Linear,1,split,77,7,10.473684210526317,784,0.0,0.4453125,0.4453125,CP Minimax,True,0.5859375,0.5496025730300487,0.6558441558441559,0.6171875,0.2109375,0.8081358592935742,0.7143884195272154,0.0619692346173086,0.1859072036018009,True,True,,
BreastMNIST,Linear,1,split,77,7,10.473684210526317,784,0.0,0.4453125,0.4453125,DKW Sum,True,0.62109375,0.5557318513680856,0.4756756756756757,0.1015625,0.65625,0.2308548371066371,0.812992701632934,0.0284859929964982,0.4417791395697849,True,True,,
BreastMNIST,Linear,1,split,77,7,10.473684210526317,784,0.0,0.4453125,0.4453125,DKW Minimax,True,0.5859375,0.5496025730300487,0.6558441558441559,0.6171875,0.2109375,0.7685645360830012,0.614633182624102,0.1094454727363681,0.2198901950975488,True,True,,
BreastMNIST,Linear,2,naive,218,19,10.473684210526317,784,0.0263157894736842,0.39453125,0.3682154605263158,Baseline,True,0.60546875,0.4722525393658566,0.3647798742138364,0.015625,0.7734375,,,,,,,,
BreastMNIST,Linear,2,naive,218,19,10.473684210526317,784,0.0263157894736842,0.39453125,0.3682154605263158,Threshold,True,0.62109375,0.5297543283801465,0.4393063583815029,0.0546875,0.703125,,,,,,,,
BreastMNIST,Linear,2,naive,218,19,10.473684210526317,784,0.0263157894736842,0.39453125,0.3682154605263158,SMOTE,True,0.65234375,0.5828564829248277,0.5082872928176796,0.0546875,0.640625,,,,,,,,
BreastMNIST,Linear,2,naive,218,19,10.473684210526317,784,0.0263157894736842,0.39453125,0.3682154605263158,Balanced Weights,True,0.65625,0.5891578172219647,0.5164835164835165,0.0546875,0.6328125,,,,,,,,
BreastMNIST,Linear,2,naive,218,19,10.473684210526317,784,0.0263157894736842,0.39453125,0.3682154605263158,Slacks Deltas,True,0.6484375,0.5804429881564597,0.5054945054945055,0.0625,0.640625,,,,,,,,
BreastMNIST,Linear,2,naive,218,19,10.473684210526317,784,0.0263157894736842,0.39453125,0.3682154605263158,Min Deltas,True,0.66015625,0.5990715472712754,0.5297297297297298,0.0625,0.6171875,,,,,,,,
BreastMNIST,Linear,2,naive,218,19,10.473684210526317,784,0.0263157894736842,0.39453125,0.3682154605263158,F Deltas,True,0.66015625,0.5990715472712754,0.5297297297297298,0.0625,0.6171875,,,,,,,,
BreastMNIST,Linear,2,naive,218,19,10.473684210526317,784,0.0263157894736842,0.39453125,0.3682154605263158,CP Sum,True,0.62109375,0.5297543283801465,0.4393063583815029,0.0546875,0.703125,0.0518586492890313,0.27047840678915,0.0049977488744372,0.0499752376188094,False,False,,
BreastMNIST,Linear,2,naive,218,19,10.473684210526317,784,0.0263157894736842,0.39453125,0.3682154605263158,CP Minimax,True,0.65234375,0.6009026413446691,0.5340314136125655,0.09375,0.6015625,0.1015194101934362,0.27047840678915,0.0064969984992496,0.0499752376188094,True,False,,
BreastMNIST,Linear,2,naive,218,19,10.473684210526317,784,0.0263157894736842,0.39453125,0.3682154605263158,DKW Sum,True,0.62109375,0.5297543283801465,0.4393063583815029,0.0546875,0.703125,0.1040094148225214,0.2701405625116251,0.0134934967483741,0.0624689844922461,True,False,,
BreastMNIST,Linear,2,naive,218,19,10.473684210526317,784,0.0263157894736842,0.39453125,0.3682154605263158,DKW Minimax,True,0.6484375,0.598306937454556,0.53125,0.1015625,0.6015625,0.1337199772125163,0.2701405625116251,0.0139932466233116,0.0624689844922461,True,False,,
BreastMNIST,Linear,2,split,77,7,10.473684210526317,784,0.0,0.41796875,0.41796875,Baseline,True,0.58203125,0.4050462936504913,0.2818791946308724,0.0,0.8359375,,,,,,,,
BreastMNIST,Linear,2,split,77,7,10.473684210526317,784,0.0,0.41796875,0.41796875,Threshold,True,0.61328125,0.4759858191164942,0.3694267515923566,0.0,0.7734375,,,,,,,,
BreastMNIST,Linear,2,split,77,7,10.473684210526317,784,0.0,0.41796875,0.41796875,SMOTE,True,0.62890625,0.5240784322265132,0.4311377245508982,0.0234375,0.71875,,,,,,,,
BreastMNIST,Linear,2,split,77,7,10.473684210526317,784,0.0,0.41796875,0.41796875,Balanced Weights,True,0.62890625,0.5341145198480378,0.4444444444444444,0.0390625,0.703125,,,,,,,,
BreastMNIST,Linear,2,split,77,7,10.473684210526317,784,0.0,0.41796875,0.41796875,Slacks Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,2,split,77,7,10.473684210526317,784,0.0,0.41796875,0.41796875,Min Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,2,split,77,7,10.473684210526317,784,0.0,0.41796875,0.41796875,F Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,2,split,77,7,10.473684210526317,784,0.0,0.41796875,0.41796875,CP Sum,True,0.5703125,0.375,0.2465753424657534,0.0,0.859375,0.1147486995355999,0.9906857671027318,0.0139932466233116,0.5072463731865933,True,True,,
BreastMNIST,Linear,2,split,77,7,10.473684210526317,784,0.0,0.41796875,0.41796875,CP Minimax,True,0.5546875,0.5130142237306876,0.632258064516129,0.65625,0.234375,0.7154174363106625,0.5982295199197476,0.0494754877438719,0.1544229614807404,True,True,,
BreastMNIST,Linear,2,split,77,7,10.473684210526317,784,0.0,0.41796875,0.41796875,DKW Sum,True,0.5703125,0.375,0.2465753424657534,0.0,0.859375,0.1618987202901534,0.9503164360233164,0.0254874937468734,0.8855570285142572,True,True,,
BreastMNIST,Linear,2,split,77,7,10.473684210526317,784,0.0,0.41796875,0.41796875,DKW Minimax,True,0.5546875,0.5130142237306876,0.632258064516129,0.65625,0.234375,0.6654933469016469,0.500753660407973,0.0724639819909955,0.1664169584792396,True,True,,
BreastMNIST,Linear,3,naive,218,19,10.473684210526317,784,0.0,0.41015625,0.41015625,Baseline,True,0.58984375,0.4520461294215448,0.3396226415094339,0.03125,0.7890625,,,,,,,,
BreastMNIST,Linear,3,naive,218,19,10.473684210526317,784,0.0,0.41015625,0.41015625,Threshold,True,0.60546875,0.4901370981674413,0.3878787878787879,0.0390625,0.75,,,,,,,,
BreastMNIST,Linear,3,naive,218,19,10.473684210526317,784,0.0,0.41015625,0.41015625,SMOTE,True,0.64453125,0.5740991584648074,0.4972375690607735,0.0625,0.6484375,,,,,,,,
BreastMNIST,Linear,3,naive,218,19,10.473684210526317,784,0.0,0.41015625,0.41015625,Balanced Weights,True,0.65234375,0.5867182298599558,0.5136612021857924,0.0625,0.6328125,,,,,,,,
BreastMNIST,Linear,3,naive,218,19,10.473684210526317,784,0.0,0.41015625,0.41015625,Slacks Deltas,True,0.6015625,0.4764984588117783,0.3703703703703703,0.03125,0.765625,,,,,,,,
BreastMNIST,Linear,3,naive,218,19,10.473684210526317,784,0.0,0.41015625,0.41015625,Min Deltas,True,0.64453125,0.5700448858423344,0.4916201117318435,0.0546875,0.65625,,,,,,,,
BreastMNIST,Linear,3,naive,218,19,10.473684210526317,784,0.0,0.41015625,0.41015625,F Deltas,True,0.64453125,0.5700448858423344,0.4916201117318435,0.0546875,0.65625,,,,,,,,
BreastMNIST,Linear,3,naive,218,19,10.473684210526317,784,0.0,0.41015625,0.41015625,CP Sum,True,0.60546875,0.4901370981674413,0.3878787878787879,0.0390625,0.75,0.0518586492890313,0.27047840678915,0.0049977488744372,0.0499752376188094,True,False,,
BreastMNIST,Linear,3,naive,218,19,10.473684210526317,784,0.0,0.41015625,0.41015625,CP Minimax,True,0.6640625,0.6213270984604244,0.5612244897959183,0.1015625,0.5703125,0.0641088313304739,0.27047840678915,0.0054974987493746,0.0499752376188094,False,False,,
BreastMNIST,Linear,3,naive,218,19,10.473684210526317,784,0.0,0.41015625,0.41015625,DKW Sum,True,0.60546875,0.4901370981674413,0.3878787878787879,0.0390625,0.75,0.1040094148225214,0.2701405625116251,0.0134934967483741,0.0624689844922461,True,False,,
BreastMNIST,Linear,3,naive,218,19,10.473684210526317,784,0.0,0.41015625,0.41015625,DKW Minimax,True,0.66796875,0.6269500827418399,0.5685279187817259,0.1015625,0.5625,0.1090345404506621,0.2701405625116251,0.0134934967483741,0.0624689844922461,True,False,,
BreastMNIST,Linear,3,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,Baseline,True,0.58984375,0.4520461294215448,0.3396226415094339,0.03125,0.7890625,,,,,,,,
BreastMNIST,Linear,3,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,Threshold,True,0.6171875,0.5125976469476329,0.4166666666666667,0.0390625,0.7265625,,,,,,,,
BreastMNIST,Linear,3,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,SMOTE,True,0.625,0.545701866721885,0.4606741573033708,0.0703125,0.6796875,,,,,,,,
BreastMNIST,Linear,3,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,Balanced Weights,True,0.62109375,0.5434041644462251,0.4581005586592179,0.078125,0.6796875,,,,,,,,
BreastMNIST,Linear,3,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,Slacks Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,3,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,Min Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,3,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,F Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,3,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,CP Sum,True,0.546875,0.328125,0.1944444444444444,0.015625,0.890625,0.1147486995355999,0.8885402461929439,0.0139932466233116,0.2743629314657329,True,False,,
BreastMNIST,Linear,3,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,CP Minimax,True,0.671875,0.668961707143989,0.6911764705882353,0.390625,0.265625,0.6657716745054416,0.5982295199197476,0.0444779889944972,0.1544229614807404,True,True,,
BreastMNIST,Linear,3,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,DKW Sum,True,0.6171875,0.5177512976806529,0.4235294117647059,0.046875,0.71875,0.2447504719605481,0.7200680280718739,0.0289857428714357,0.304347923961981,True,True,,
BreastMNIST,Linear,3,split,77,7,10.473684210526317,784,0.0,0.41015625,0.41015625,DKW Minimax,True,0.671875,0.668961707143989,0.6911764705882353,0.390625,0.265625,0.6125772875899329,0.500753660407973,0.0614694847423711,0.1664169584792396,True,True,,
BreastMNIST,Linear,4,naive,218,19,10.473684210526317,784,0.0,0.43359375,0.43359375,Baseline,True,0.56640625,0.4210060495408587,0.3018867924528302,0.0546875,0.8125,,,,,,,,
BreastMNIST,Linear,4,naive,218,19,10.473684210526317,784,0.0,0.43359375,0.43359375,Threshold,True,0.5703125,0.4428385225240122,0.3292682926829268,0.0703125,0.7890625,,,,,,,,
BreastMNIST,Linear,4,naive,218,19,10.473684210526317,784,0.0,0.43359375,0.43359375,SMOTE,True,0.58984375,0.4977978850648122,0.4,0.09375,0.7265625,,,,,,,,
BreastMNIST,Linear,4,naive,218,19,10.473684210526317,784,0.0,0.43359375,0.43359375,Balanced Weights,True,0.59375,0.5048592006688597,0.4090909090909091,0.09375,0.71875,,,,,,,,
BreastMNIST,Linear,4,naive,218,19,10.473684210526317,784,0.0,0.43359375,0.43359375,Slacks Deltas,True,0.59375,0.4999389611180049,0.4022988505747126,0.0859375,0.7265625,,,,,,,,
BreastMNIST,Linear,4,naive,218,19,10.473684210526317,784,0.0,0.43359375,0.43359375,Min Deltas,True,0.57421875,0.457014556319052,0.3473053892215569,0.078125,0.7734375,,,,,,,,
BreastMNIST,Linear,4,naive,218,19,10.473684210526317,784,0.0,0.43359375,0.43359375,F Deltas,True,0.57421875,0.457014556319052,0.3473053892215569,0.078125,0.7734375,,,,,,,,
BreastMNIST,Linear,4,naive,218,19,10.473684210526317,784,0.0,0.43359375,0.43359375,CP Sum,True,0.5703125,0.4428385225240122,0.3292682926829268,0.0703125,0.7890625,0.0518586492890313,0.27047840678915,0.0049977488744372,0.0499752376188094,False,False,,
BreastMNIST,Linear,4,naive,218,19,10.473684210526317,784,0.0,0.43359375,0.43359375,CP Minimax,True,0.6171875,0.5533103503008054,0.4731182795698925,0.109375,0.65625,0.0748697029716167,0.27047840678915,0.0054974987493746,0.0499752376188094,False,False,,
BreastMNIST,Linear,4,naive,218,19,10.473684210526317,784,0.0,0.43359375,0.43359375,DKW Sum,True,0.5703125,0.4428385225240122,0.3292682926829268,0.0703125,0.7890625,0.1040094148225214,0.2701405625116251,0.0134934967483741,0.0624689844922461,True,False,,
BreastMNIST,Linear,4,naive,218,19,10.473684210526317,784,0.0,0.43359375,0.43359375,DKW Minimax,True,0.61328125,0.5508782051188811,0.4705882352941176,0.1171875,0.65625,0.1140596660788028,0.2701405625116251,0.0134934967483741,0.0624689844922461,False,False,,
BreastMNIST,Linear,4,split,77,7,10.473684210526317,784,0.0,0.42578125,0.42578125,Baseline,True,0.57421875,0.3937375990110672,0.2684563758389262,0.0078125,0.84375,,,,,,,,
BreastMNIST,Linear,4,split,77,7,10.473684210526317,784,0.0,0.42578125,0.42578125,Threshold,True,0.5859375,0.4367320268554276,0.3205128205128205,0.0234375,0.8046875,,,,,,,,
BreastMNIST,Linear,4,split,77,7,10.473684210526317,784,0.0,0.42578125,0.42578125,SMOTE,True,0.5703125,0.4363825013677794,0.3209876543209876,0.0625,0.796875,,,,,,,,
BreastMNIST,Linear,4,split,77,7,10.473684210526317,784,0.0,0.42578125,0.42578125,Balanced Weights,True,0.57421875,0.462853538862457,0.3550295857988165,0.0859375,0.765625,,,,,,,,
BreastMNIST,Linear,4,split,77,7,10.473684210526317,784,0.0,0.42578125,0.42578125,Slacks Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,4,split,77,7,10.473684210526317,784,0.0,0.42578125,0.42578125,Min Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,4,split,77,7,10.473684210526317,784,0.0,0.42578125,0.42578125,F Deltas,False,,,,,,,,,,,,,
BreastMNIST,Linear,4,split,77,7,10.473684210526317,784,0.0,0.42578125,0.42578125,CP Sum,True,0.578125,0.4113264556590057,0.2894736842105263,0.015625,0.828125,0.1147486995355999,1.0,0.0139932466233116,0.0005,True,True,,
BreastMNIST,Linear,4,split,77,7,10.473684210526317,784,0.0,0.42578125,0.42578125,CP Minimax,True,0.578125,0.5704730082352714,0.6142857142857143,0.515625,0.328125,0.7512875776478123,0.7143884195272154,0.0534734867433716,0.1859072036018009,True,True,,
BreastMNIST,Linear,4,split,77,7,10.473684210526317,784,0.0,0.42578125,0.42578125,DKW Sum,True,0.5859375,0.485444886965812,0.3837209302325581,0.0859375,0.7421875,0.2308548371066371,0.812992701632934,0.0284859929964982,0.4417791395697849,True,True,,
