dataset,model,seed,mode,c1,c2,cost_ratio,n_test,method,cost,err_0,err_1
Costcla Direct Marketing,Linear,0,split,1.0,8.683044449225276,8.683044449225276,986,DKW sum (costed),984.0,0.9975874547647768,0.0
Costcla Direct Marketing,Linear,0,split,1.0,8.683044449225276,8.683044449225276,986,CP minimax (costed),984.0,0.9975874547647768,0.0
Costcla Direct Marketing,Linear,0,split,1.0,8.683044449225276,8.683044449225276,986,DKW minimax (costed),984.0,0.9975874547647768,0.0
Costcla Direct Marketing,Linear,0,split,1.0,8.683044449225276,8.683044449225276,986,CP sum (prior-costed),1525.2513995599998,0.006031363088057901,0.9490445859872612
Costcla Direct Marketing,Linear,0,split,1.0,8.683044449225276,8.683044449225276,986,DKW sum (prior-costed),966.165799955,0.29674306393244876,0.45222929936305734
Costcla Direct Marketing,Linear,0,split,1.0,8.683044449225276,8.683044449225276,986,CP minimax (prior-costed),1007.6271833725,0.6791314837153196,0.16560509554140126
Costcla Direct Marketing,Linear,0,split,1.0,8.683044449225276,8.683044449225276,986,DKW minimax (prior-costed),1010.5145492425,0.6767189384800965,0.17197452229299362
Costcla Direct Marketing,Linear,0,split,1.0,8.683044449225276,8.683044449225276,986,Oracle (test),876.5012357124999,0.4149577804583836,0.3248407643312102
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,Baseline,1391.883068825,0.006031363088057901,0.8853503184713376
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,Threshold (cost),1185.688070385,0.29794933655006034,0.40764331210191085
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,CP sum (uncosted),1287.0902440225,0.1399276236429433,0.6178343949044586
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,DKW sum (uncosted),1287.0902440225,0.1399276236429433,0.6178343949044586
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,CP minimax (uncosted),1096.2890341625,0.38118214716525933,0.36942675159235666
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,DKW minimax (uncosted),1199.9595354475,0.3715319662243667,0.3821656050955414
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,CP sum (costed),985.744745975,0.9686369119420989,0.025477707006369428
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,DKW sum (costed),985.744745975,0.9686369119420989,0.025477707006369428
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,CP minimax (costed),995.7063379175,0.9819059107358263,0.01910828025477707
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,DKW minimax (costed),992.93719852,0.9963811821471653,0.006369426751592357
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,CP sum (prior-costed),1185.688070385,0.29794933655006034,0.40764331210191085
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,DKW sum (prior-costed),1185.688070385,0.29794933655006034,0.40764331210191085
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,CP minimax (prior-costed),975.0039364,0.4644149577804584,0.28662420382165604
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,DKW minimax (prior-costed),970.6294100975,0.451145958986731,0.3057324840764331
Costcla Direct Marketing,Linear,1,naive,1.0,8.828238358892856,8.828238358892856,986,Oracle (test),899.2026706875,0.5910735826296744,0.20382165605095542
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,Baseline,1424.9330552074998,0.007237635705669481,0.9426751592356688
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,Threshold (cost),1085.4762087425001,0.7092882991556092,0.1910828025477707
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,CP sum (uncosted),1532.4032476450002,0.0012062726176115801,0.9808917197452229
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,DKW sum (uncosted),1352.412107725,0.2569360675512666,0.5286624203821656
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,CP minimax (uncosted),1179.2840939849998,0.49095295536791317,0.33121019108280253
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,DKW minimax (uncosted),1166.2840939849998,0.4752714113389626,0.33121019108280253
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,CP sum (costed),1086.517435045,0.9891435464414958,0.006369426751592357
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,DKW sum (costed),1086.517435045,0.9891435464414958,0.006369426751592357
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,CP minimax (costed),983.0,0.9963811821471653,0.0
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,DKW minimax (costed),983.0,0.9963811821471653,0.0
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,CP sum (prior-costed),1086.517435045,0.9891435464414958,0.006369426751592357
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,DKW sum (prior-costed),1228.6268993175,0.3884197828709288,0.42038216560509556
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,CP minimax (prior-costed),1041.625294435,0.6103739445114595,0.2356687898089172
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,DKW minimax (prior-costed),1030.51200814,0.5741857659831122,0.25477707006369427
Costcla Direct Marketing,Linear,1,split,1.0,8.828238358892856,8.828238358892856,986,Oracle (test),978.0,0.9903498190591074,0.0
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,Baseline,1434.714597445,0.013268998793727383,0.8343949044585988
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,Threshold (cost),1185.7446645925,0.4559710494571773,0.3248407643312102
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,CP sum (uncosted),1290.17678676,0.14957780458383596,0.5668789808917197
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,DKW sum (uncosted),1290.17678676,0.14957780458383596,0.5668789808917197
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,CP minimax (uncosted),1185.7446645925,0.4559710494571773,0.3248407643312102
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,DKW minimax (uncosted),1308.778335145,0.4234016887816647,0.36942675159235666
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,CP sum (costed),985.6338959899999,0.9686369119420989,0.03184713375796178
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,DKW sum (costed),985.6338959899999,0.9686369119420989,0.03184713375796178
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,CP minimax (costed),994.19349835,0.9963811821471653,0.006369426751592357
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,DKW minimax (costed),994.19349835,0.9963811821471653,0.006369426751592357
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,CP sum (prior-costed),1308.778335145,0.4234016887816647,0.36942675159235666
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,DKW sum (prior-costed),1308.778335145,0.4234016887816647,0.36942675159235666
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,CP minimax (prior-costed),1074.8565300599998,0.5295536791314838,0.29936305732484075
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,DKW minimax (prior-costed),1061.8565300599998,0.5138721351025332,0.29936305732484075
Costcla Direct Marketing,Linear,2,naive,1.0,9.396140350601648,9.396140350601648,986,Oracle (test),870.9424089275,0.6043425814234017,0.22929936305732485
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,Baseline,1545.486548175,0.010856453558504222,0.8789808917197452
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,Threshold (cost),1407.7520458724998,0.031363088057901084,0.7579617834394905
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,CP sum (uncosted),1407.7520458724998,0.031363088057901084,0.7579617834394905
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,DKW sum (uncosted),1215.4572959575,0.3353437876960193,0.39490445859872614
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,CP minimax (uncosted),1039.6415544125,0.4837153196622437,0.31210191082802546
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,DKW minimax (uncosted),1038.6415544125,0.4825090470446321,0.31210191082802546
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,CP sum (costed),989.7245730075,0.9891435464414958,0.012738853503184714
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,DKW sum (costed),989.7245730075,0.9891435464414958,0.012738853503184714
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,CP minimax (costed),981.0,0.9939686369119421,0.0
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,DKW minimax (costed),981.0,0.9939686369119421,0.0
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,CP sum (prior-costed),1215.4572959575,0.3353437876960193,0.39490445859872614
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,DKW sum (prior-costed),1215.4572959575,0.3353437876960193,0.39490445859872614
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,CP minimax (prior-costed),977.7769887874999,0.5585042219541616,0.267515923566879
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,DKW minimax (prior-costed),987.1915349425,0.5379975874547648,0.2802547770700637
Costcla Direct Marketing,Linear,2,split,1.0,9.396140350601648,9.396140350601648,986,Oracle (test),917.149633065,0.7852834740651388,0.12738853503184713
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,Baseline,1352.1087493425,0.009650180940892641,0.8598726114649682
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,Threshold (cost),907.9344105975,0.3835946924004825,0.3248407643312102
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,CP sum (uncosted),902.187554395,0.3944511459589867,0.3184713375796178
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,DKW sum (uncosted),902.187554395,0.3944511459589867,0.3184713375796178
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,CP minimax (uncosted),968.2343661275,0.3618817852834741,0.3503184713375796
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,DKW minimax (uncosted),972.55248919,0.35223160434258144,0.3630573248407643
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,CP sum (costed),1018.6859926,0.9806996381182147,0.03821656050955414
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,DKW sum (costed),1018.6859926,0.9806996381182147,0.03821656050955414
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,CP minimax (costed),984.0,0.9975874547647768,0.0
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,DKW minimax (costed),984.0,0.9975874547647768,0.0
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,CP sum (prior-costed),902.187554395,0.3944511459589867,0.3184713375796178
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,DKW sum (prior-costed),902.187554395,0.3944511459589867,0.3184713375796178
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,CP minimax (prior-costed),925.7993395400001,0.43425814234016885,0.2929936305732484
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,DKW minimax (prior-costed),923.9178059200001,0.43063932448733416,0.29936305732484075
Costcla Direct Marketing,Linear,3,naive,1.0,9.274169305876374,9.274169305876374,986,Oracle (test),881.8994053925001,0.7201447527141134,0.1337579617834395
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,Baseline,1401.24665035,0.009650180940892641,0.8980891719745223
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,Threshold (cost),982.393246,0.2882991556091677,0.4394904458598726
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,CP sum (uncosted),1341.7976766850002,0.014475271411338963,0.8343949044585988
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,DKW sum (uncosted),1221.85355117,0.06996381182147166,0.7261146496815286
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,CP minimax (uncosted),926.9177383624999,0.4945717732207479,0.2611464968152866
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,DKW minimax (uncosted),937.9375852475,0.4825090470446321,0.27388535031847133
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,CP sum (costed),984.0,0.9975874547647768,0.0
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,DKW sum (costed),984.0,0.9975874547647768,0.0
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,CP minimax (costed),985.0,0.9987937273823885,0.0
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,DKW minimax (costed),985.0,0.9987937273823885,0.0
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,CP sum (prior-costed),984.0,0.9975874547647768,0.0
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,DKW sum (prior-costed),962.959407245,0.6188178528347407,0.17834394904458598
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,CP minimax (prior-costed),949.3707111924999,0.5657418576598311,0.19745222929936307
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,DKW minimax (prior-costed),930.3707111924999,0.5428226779252111,0.20382165605095542
Costcla Direct Marketing,Linear,3,split,1.0,9.274169305876374,9.274169305876374,986,Oracle (test),918.3707111924999,0.5283474065138721,0.20382165605095542
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,Baseline,1609.5152971674997,0.010856453558504222,0.8789808917197452
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,Threshold (cost),1052.282396015,0.3618817852834741,0.3885350318471338
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,CP sum (uncosted),1052.282396015,0.3618817852834741,0.3885350318471338
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,DKW sum (uncosted),1052.282396015,0.3618817852834741,0.3885350318471338
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,CP minimax (uncosted),1005.45508785,0.37876960193003617,0.37579617834394907
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,DKW minimax (uncosted),1003.45508785,0.376357056694813,0.37579617834394907
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,CP sum (costed),952.1601842025,0.902291917973462,0.06369426751592357
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,DKW sum (costed),952.1601842025,0.902291917973462,0.06369426751592357
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,CP minimax (costed),964.3386221124999,0.9529553679131484,0.03184713375796178
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,DKW minimax (costed),994.7691393975,0.9927623642943305,0.012738853503184714
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,CP sum (prior-costed),1052.282396015,0.3618817852834741,0.3885350318471338
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,DKW sum (prior-costed),1052.282396015,0.3618817852834741,0.3885350318471338
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,CP minimax (prior-costed),935.5691311024999,0.4451145958986731,0.31210191082802546
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,DKW minimax (prior-costed),946.8722612825,0.4330518697225573,0.3248407643312102
Costcla Direct Marketing,Linear,4,naive,1.0,8.822456776467034,8.822456776467034,986,Oracle (test),866.63015535,0.7683956574185766,0.11464968152866242
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,Baseline,1635.9905345749999,0.008443908323281062,0.8980891719745223
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,Threshold (cost),1556.5572059575,0.015681544028950542,0.8089171974522293
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,CP sum (uncosted),1556.5572059575,0.015681544028950542,0.8089171974522293
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,DKW sum (uncosted),1250.4958205125,0.18094089264173704,0.5605095541401274
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,CP minimax (uncosted),991.962679775,0.43425814234016885,0.3503184713375796
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,DKW minimax (uncosted),991.962679775,0.43425814234016885,0.3503184713375796
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,CP sum (costed),1062.07377658,0.893848009650181,0.08280254777070063
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,DKW sum (costed),1062.07377658,0.893848009650181,0.08280254777070063
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,CP minimax (costed),975.2277721275,0.9662243667068757,0.03184713375796178
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,DKW minimax (costed),975.2277721275,0.9662243667068757,0.03184713375796178
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,CP sum (prior-costed),1062.07377658,0.893848009650181,0.08280254777070063
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,DKW sum (prior-costed),987.5786178175,0.5331724969843185,0.2802547770700637
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,CP minimax (prior-costed),987.5786178175,0.5331724969843185,0.2802547770700637
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,DKW minimax (prior-costed),974.3439490174999,0.5006031363088058,0.29936305732484075
Costcla Direct Marketing,Linear,4,split,1.0,8.822456776467034,8.822456776467034,986,Oracle (test),957.2277721275,0.9445114595898673,0.03184713375796178
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,Baseline,1691.675961185,0.012062726176115802,0.8662420382165605
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,Threshold (cost),1255.2596260925,0.23281061519903498,0.5222929936305732
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,CP sum (uncosted),1272.047480395,0.218335343787696,0.5414012738853503
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,DKW sum (uncosted),1272.047480395,0.218335343787696,0.5414012738853503
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,CP minimax (uncosted),1049.2305393125,0.376357056694813,0.39490445859872614
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,DKW minimax (uncosted),1042.2305393125,0.36791314837153194,0.39490445859872614
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,CP sum (costed),989.217134815,0.8781664656212304,0.06369426751592357
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,DKW sum (costed),989.217134815,0.8781664656212304,0.06369426751592357
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,CP minimax (costed),994.9254292275,0.9059107358262968,0.044585987261146494
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,DKW minimax (costed),980.5128395675,0.97708082026538,0.012738853503184714
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,CP sum (prior-costed),1027.7970197275,0.330518697225573,0.4267515923566879
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,DKW sum (prior-costed),1027.7970197275,0.330518697225573,0.4267515923566879
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,CP minimax (prior-costed),1075.8475907175,0.4161640530759952,0.3630573248407643
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,DKW minimax (prior-costed),1069.8475907175,0.4089264173703257,0.3630573248407643
Costcla Direct Marketing,Linear,5,naive,1.0,8.59244510265934,8.59244510265934,986,Oracle (test),941.762906595,0.5983112183353438,0.24203821656050956
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,Baseline,1630.7732949675,0.012062726176115802,0.8407643312101911
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,Threshold (cost),1474.55878743,0.10132689987937274,0.6687898089171974
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,CP sum (uncosted),1489.80398875,0.1278648974668275,0.6496815286624203
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,DKW sum (uncosted),1489.80398875,0.1278648974668275,0.6496815286624203
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,CP minimax (uncosted),1005.8891920425,0.48492159227985526,0.3248407643312102
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,DKW minimax (uncosted),1073.6829461524999,0.45958986731001206,0.3503184713375796
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,CP sum (costed),955.9144168925,0.8998793727382388,0.05732484076433121
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,DKW sum (costed),955.9144168925,0.8998793727382388,0.05732484076433121
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,CP minimax (costed),967.26496203,0.9384800965018094,0.01910828025477707
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,DKW minimax (costed),967.26496203,0.9384800965018094,0.01910828025477707
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,CP sum (prior-costed),1489.80398875,0.1278648974668275,0.6496815286624203
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,DKW sum (prior-costed),1219.9253292275,0.35102533172496986,0.4267515923566879
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,CP minimax (prior-costed),908.1085791125,0.5428226779252111,0.28662420382165604
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,DKW minimax (prior-costed),905.1085791125,0.5392038600723763,0.28662420382165604
Costcla Direct Marketing,Linear,5,split,1.0,8.59244510265934,8.59244510265934,986,Oracle (test),898.0278010675,0.571773220747889,0.2484076433121019
Costcla Direct Marketing,Linear,6,naive,1.0,9.159163157989012,9.159163157989012,986,Baseline,1166.738566905,0.014475271411338963,0.8471337579617835
