seed,method,fit,Accuracy,G-Mean,F1
0,Baseline,True,0.8405797101449275,0.5447047794019222,0.42105263157894735
0,SMOTE,True,0.8115942028985508,0.5345224838248488,0.380952380952381
0,Balanced Weights,True,0.7971014492753623,0.5293578942641549,0.3636363636363637
0,BMR,True,0.8260869565217391,0.5396376480646908,0.4
0,Threshold,True,0.8260869565217391,0.5396376480646908,0.4
0,Slacks Deltas,True,0.8115942028985508,0.7262730392025629,0.5517241379310345
0,Min Deltas,True,0.7971014492753623,0.5293578942641549,0.3636363636363637
0,Max Deltas,True,0.855072463768116,0.5497252060782752,0.4444444444444444
0,Avg Deltas,True,0.855072463768116,0.5497252060782752,0.4444444444444444
0,F Deltas,True,0.7971014492753623,0.5293578942641549,0.3636363636363637
0,CP Sum,True,0.8260869565217391,0.5396376480646908,0.4
0,CP Minimax,True,0.7971014492753623,0.6793662204867574,0.5
0,DKW Sum,True,0.8260869565217391,0.5396376480646908,0.4
0,DKW Minimax,True,0.7971014492753623,0.6793662204867574,0.5
1,Baseline,True,0.8405797101449275,0.5447047794019222,0.42105263157894735
1,SMOTE,True,0.8115942028985508,0.5345224838248488,0.380952380952381
1,Balanced Weights,True,0.7971014492753623,0.5293578942641549,0.3636363636363637
1,BMR,True,0.8260869565217391,0.5396376480646908,0.4
1,Threshold,True,0.8260869565217391,0.5396376480646908,0.4
1,Slacks Deltas,True,0.8115942028985508,0.7262730392025629,0.5517241379310345
1,Min Deltas,True,0.7971014492753623,0.5293578942641549,0.3636363636363637
1,Max Deltas,True,0.855072463768116,0.5497252060782752,0.4444444444444444
1,Avg Deltas,True,0.855072463768116,0.5497252060782752,0.4444444444444444
1,F Deltas,True,0.7971014492753623,0.5293578942641549,0.3636363636363637
1,CP Sum,True,0.8260869565217391,0.5396376480646908,0.4
1,CP Minimax,True,0.7971014492753623,0.6793662204867574,0.5
1,DKW Sum,True,0.8260869565217391,0.5396376480646908,0.4
1,DKW Minimax,True,0.7971014492753623,0.6793662204867574,0.5
2,Baseline,True,0.855072463768116,0.6609184418770495,0.5454545454545455
2,SMOTE,True,0.855072463768116,0.6089984572058627,0.5
2,Balanced Weights,True,0.7536231884057971,0.7870867134601464,0.5641025641025641
2,BMR,True,0.8840579710144928,0.7631628806602051,0.6666666666666667
2,Threshold,True,0.8405797101449275,0.7783117824941562,0.6206896551724138
2,Slacks Deltas,True,0.8695652173913043,0.713873507433484,0.608695652173913
2,Min Deltas,True,0.8260869565217391,0.7703288865196432,0.5999999999999999
2,Max Deltas,True,0.8260869565217391,0.7703288865196432,0.5999999999999999
2,Avg Deltas,True,0.8260869565217391,0.7703288865196432,0.5999999999999999
2,F Deltas,True,0.8260869565217391,0.7703288865196432,0.5999999999999999
2,CP Sum,True,0.8405797101449275,0.6033332321453784,0.4761904761904762
2,CP Minimax,True,0.7971014492753623,0.7541096198042554,0.5625
2,DKW Sum,True,0.8260869565217391,0.7337993857053429,0.5714285714285715
2,DKW Minimax,True,0.7971014492753623,0.7541096198042554,0.5625
3,Baseline,True,0.7971014492753623,0.2723523897009611,0.125
3,SMOTE,True,0.7971014492753623,0.0,0.0
3,Balanced Weights,True,0.8695652173913043,0.7940368413962323,0.6666666666666666
3,BMR,True,0.855072463768116,0.7071067811865475,0.5833333333333334
3,Threshold,True,0.855072463768116,0.7071067811865475,0.5833333333333334
3,Slacks Deltas,False,,,
3,Min Deltas,True,0.7536231884057971,0.75955452531275,0.5405405405405406
3,Max Deltas,True,0.7971014492753623,0.46291004988627577,0.3
3,Avg Deltas,True,0.7971014492753623,0.46291004988627577,0.3
3,F Deltas,True,0.7536231884057971,0.75955452531275,0.5405405405405406
3,CP Sum,True,0.8260869565217391,0.6933752452815364,0.5384615384615384
3,CP Minimax,True,0.782608695652174,0.7774288420142415,0.5714285714285714
3,DKW Sum,True,0.8260869565217391,0.6933752452815364,0.5384615384615384
3,DKW Minimax,True,0.782608695652174,0.7774288420142415,0.5714285714285714
4,Baseline,True,0.8695652173913043,0.667124384994991,0.5714285714285714
4,SMOTE,True,0.782608695652174,0.0,0.0
4,Balanced Weights,True,0.5652173913043478,0.6813851438692469,0.46428571428571425
4,BMR,True,0.6811594202898551,0.7375337578416624,0.5
4,Threshold,True,0.6811594202898551,0.7375337578416624,0.5
4,Slacks Deltas,True,0.6666666666666666,0.7272180923534245,0.4888888888888889
4,Min Deltas,True,0.855072463768116,0.85163062725264,0.6875
4,Max Deltas,True,0.8115942028985508,0.8245878091174129,0.6285714285714286
4,Avg Deltas,True,0.8115942028985508,0.8245878091174129,0.6285714285714286
4,F Deltas,True,0.855072463768116,0.85163062725264,0.6875
4,CP Sum,True,0.6521739130434783,0.7167539771332027,0.47826086956521735
4,CP Minimax,True,0.6086956521739131,0.6844023622158193,0.44897959183673475
4,DKW Sum,True,0.6521739130434783,0.7167539771332027,0.47826086956521735
4,DKW Minimax,True,0.6086956521739131,0.6844023622158193,0.44897959183673475
5,Baseline,True,0.8840579710144928,0.8369883216326561,0.7142857142857142
5,SMOTE,True,0.8115942028985508,0.6864064729836441,0.5185185185185186
5,Balanced Weights,True,0.8260869565217391,0.6933752452815364,0.5384615384615384
5,BMR,True,0.7536231884057971,0.7870867134601464,0.5641025641025641
5,Threshold,True,0.7536231884057971,0.7870867134601464,0.5641025641025641
5,Slacks Deltas,False,,,
5,Min Deltas,False,,,
5,Max Deltas,False,,,
5,Avg Deltas,False,,,
5,F Deltas,False,,,
5,CP Sum,True,0.7101449275362319,0.7577439040835791,0.5238095238095238
5,CP Minimax,True,0.7101449275362319,0.7577439040835791,0.5238095238095238
5,DKW Sum,True,0.7101449275362319,0.7577439040835791,0.5238095238095238
5,DKW Minimax,True,0.7101449275362319,0.7577439040835791,0.5238095238095238
6,Baseline,True,0.8695652173913043,0.713873507433484,0.608695652173913
6,SMOTE,True,0.7971014492753623,0.0,0.0
6,Balanced Weights,True,0.8405797101449275,0.7002746713858894,0.5599999999999999
6,BMR,True,0.8405797101449275,0.5447047794019222,0.42105263157894735
6,Threshold,True,0.8840579710144928,0.7205766921228921,0.6363636363636364
6,Slacks Deltas,True,0.8695652173913043,0.713873507433484,0.608695652173913
6,Min Deltas,True,0.7681159420289855,0.7032108464077431,0.5
6,Max Deltas,True,0.6666666666666666,0.6763265353492959,0.4390243902439025
6,Avg Deltas,True,0.7681159420289855,0.7032108464077431,0.5
6,F Deltas,True,0.7681159420289855,0.7032108464077431,0.5
6,CP Sum,True,0.855072463768116,0.6089984572058627,0.5
6,CP Minimax,True,0.855072463768116,0.7071067811865475,0.5833333333333334
6,DKW Sum,True,0.855072463768116,0.6089984572058627,0.5
6,DKW Minimax,True,0.855072463768116,0.7071067811865475,0.5833333333333334
7,Baseline,True,0.8405797101449275,0.7412493166611012,0.5925925925925927
7,SMOTE,True,0.7971014492753623,0.0,0.0
7,Balanced Weights,True,0.8260869565217391,0.7337993857053429,0.5714285714285715
7,BMR,True,0.7971014492753623,0.7862136275414388,0.588235294117647
7,Threshold,True,0.7971014492753623,0.7862136275414388,0.588235294117647
7,Slacks Deltas,True,0.8405797101449275,0.7783117824941562,0.6206896551724138
7,Min Deltas,True,0.782608695652174,0.7774288420142415,0.5714285714285714
7,Max Deltas,True,0.782608695652174,0.7774288420142415,0.5714285714285714
7,Avg Deltas,True,0.782608695652174,0.7774288420142415,0.5714285714285714
7,F Deltas,True,0.782608695652174,0.7774288420142415,0.5714285714285714
7,CP Sum,True,0.7681159420289855,0.7685436491568587,0.5555555555555555
7,CP Minimax,True,0.7246376811594203,0.7676494735787385,0.5365853658536585
7,DKW Sum,True,0.7681159420289855,0.7685436491568587,0.5555555555555555
7,DKW Minimax,True,0.7246376811594203,0.7676494735787385,0.5365853658536585
8,Baseline,True,0.8115942028985508,0.6419407387663694,0.48000000000000004
8,SMOTE,True,0.7971014492753623,0.6354889093022426,0.46153846153846156
8,Balanced Weights,True,0.7391304347826086,0.7504577357765148,0.5263157894736842
8,BMR,True,0.8115942028985508,0.6419407387663694,0.48000000000000004
8,Threshold,True,0.8115942028985508,0.6419407387663694,0.48000000000000004
8,Slacks Deltas,True,0.8695652173913043,0.667124384994991,0.5714285714285714
8,Min Deltas,True,0.7681159420289855,0.7032108464077431,0.5
8,Max Deltas,True,0.7536231884057971,0.7291045237779057,0.5142857142857142
8,Avg Deltas,True,0.7681159420289855,0.7032108464077431,0.5
8,F Deltas,True,0.7681159420289855,0.7032108464077431,0.5
8,CP Sum,True,0.7971014492753623,0.6354889093022426,0.46153846153846156
8,CP Minimax,True,0.7681159420289855,0.7032108464077431,0.5
8,DKW Sum,True,0.7971014492753623,0.6354889093022426,0.46153846153846156
8,DKW Minimax,True,0.7681159420289855,0.7032108464077431,0.5
9,Baseline,True,0.6666666666666666,0.6123724356957945,0.3783783783783784
9,SMOTE,True,0.782608695652174,0.0,0.0
9,Balanced Weights,True,0.6666666666666666,0.6123724356957945,0.3783783783783784
9,BMR,True,0.7681159420289855,0.5188745216627708,0.33333333333333337
9,Threshold,True,0.5942028985507246,0.628970902033151,0.391304347826087
9,Slacks Deltas,True,0.7681159420289855,0.5741692517632145,0.38461538461538464
9,Min Deltas,True,0.6956521739130435,0.627877989127481,0.39999999999999997
9,Max Deltas,True,0.5797101449275363,0.6190652293916677,0.3829787234042553
9,Avg Deltas,True,0.5797101449275363,0.6190652293916677,0.3829787234042553
9,F Deltas,True,0.6956521739130435,0.627877989127481,0.39999999999999997
9,CP Sum,True,0.6666666666666666,0.6123724356957945,0.3783783783783784
9,CP Minimax,True,0.5942028985507246,0.628970902033151,0.391304347826087
9,DKW Sum,True,0.6666666666666666,0.6123724356957945,0.3783783783783784
9,DKW Minimax,True,0.5942028985507246,0.628970902033151,0.391304347826087
